1;00:00:05,885;00:00:09,885;<font color=#FFFF00>♪ Theme music playing  ♪</font>
2;00:00:09,909;00:00:13,909;<font color=#00FF00>♪ Game of Thrones 5x08 ♪</font>
2;00:00:09,909;00:00:13,909;<font color=#00FFFF>Hardhome</font>
2;00:00:09,909;00:00:13,909;Original Air Date on May 31, 2015
3;00:00:13,933;00:00:15,933;== sync, corrected by <font color=#00FF00>elderman</font> ==
3;00:00:13,933;00:00:15,933;<font color=#00FFFF>@elder_man</font>
4;00:00:15,957;00:00:17,957;♪  ♪
5;00:01:45,532;00:01:50,532;<font color=#FFFF00>♪ Music playing ends  ♪</font>
6;00:02:04,136;00:02:06,805;Your Grace,
6;00:02:04,136;00:02:06,805;I want to say--
7;00:02:06,839;00:02:08,773;You will not speak.
8;00:02:10,709;00:02:12,710;How do I know you are
8;00:02:10,709;00:02:12,710;who you say you are?
9;00:02:12,745;00:02:15,547;If only I were otherwise.
10;00:02:15,581;00:02:18,349;If you are Tyrion Lannister,
10;00:02:15,581;00:02:18,349;why shouldn't I kill you
11;00:02:18,384;00:02:20,685;to pay your family back
11;00:02:18,384;00:02:20,685;for what it did to mine?
12;00:02:20,719;00:02:23,388;You want revenge
12;00:02:20,719;00:02:23,388;against the Lannisters?
13;00:02:23,456;00:02:25,790;I killed my mother
13;00:02:23,456;00:02:25,790;Joanna Lannister
14;00:02:25,825;00:02:27,659;on the day I was born.
15;00:02:27,693;00:02:31,229;I killed my father Tywin Lannister with
15;00:02:27,693;00:02:31,229;a bolt to the heart.
16;00:02:31,263;00:02:33,898;I am the greatest
16;00:02:31,263;00:02:33,898;Lannister killer of our time.
17;00:02:33,933;00:02:36,067;So I should welcome you
17;00:02:33,933;00:02:36,067;into my service
18;00:02:36,101;00:02:38,336;because you murdered members
18;00:02:36,101;00:02:38,336;of your own family?
19;00:02:39,572;00:02:42,106;Into your service?
20;00:02:42,141;00:02:45,076;Your Grace, we have
20;00:02:42,141;00:02:45,076;only just met.
21;00:02:45,110;00:02:47,445;It's too soon to know
21;00:02:45,110;00:02:47,445;if you deserve my service.
