1;00:01:39,305;00:01:49,347;<font color=#ec14bd>Sync & corrections by honeybunny</font>
﻿1;00:01:39,305;00:01:49,347;<font color=#ec14bd>www.addic7ed.com</font>
2;00:03:11,576;00:03:13,861;Is that Estermont?
3;00:03:13,945;00:03:16,313;Tarth, Ser Jaime.
4;00:03:18,104;00:03:20,484;The Sapphire Isle.
5;00:03:24,236;00:03:26,103;Why are we on a merchant ship?
6;00:03:26,154;00:03:27,938;Why no Lannister sails?
7;00:03:30,609;00:03:32,576;This ship's sailing to Oldtown.
8;00:03:32,611;00:03:35,246;We'll get off earlier
8;00:03:32,611;00:03:35,246;not far from Sunspear,
9;00:03:35,280;00:03:37,748;row ourselves to the Dornish
9;00:03:35,280;00:03:37,748;shore in the night.
10;00:03:39,117;00:03:40,784;You ever been to Dorne?
11;00:03:40,786;00:03:42,753;No.
11;00:03:40,786;00:03:42,753;I have.
12;00:03:42,787;00:03:44,505;The Dornish are crazy.
13;00:03:44,539;00:03:47,591;All they want to do is fight
13;00:03:44,539;00:03:47,591;and fuck, fuck and fight.
14;00:03:47,626;00:03:49,593;You should be happy to go back.
15;00:03:50,845;00:03:52,463;There's nothing
15;00:03:50,845;00:03:52,463;like a good fight
16;00:03:52,514;00:03:54,798;to get you in the mood
16;00:03:52,514;00:03:54,798;for fucking.
17;00:03:54,849;00:03:57,101;And there's nothing like
17;00:03:54,849;00:03:57,101;a fuck-mad Dornish girl
18;00:03:57,135;00:03:59,303;to clear your head
18;00:03:57,135;00:03:59,303;for the next fight.
19;00:03:59,305;00:04:01,522;It's how the two work together.
20;00:04:01,556;00:04:03,724;Now we're gonna be doing
20;00:04:01,556;00:04:03,724;a lot of fighting, I'm sure.
21;00:04:03,808;00:04:05,309;Well, I am.
22;00:04:05,360;00:04:08,112;But I don't imagine we'll get
22;00:04:05,360;00:04:08,112;to stick around for the rest.
23;00:04:08,146;00:04:10,147;Not after we've kidnapped
23;00:04:08,146;00:04:10,147;their princess.
24;00:04:10,198;00:04:12,199;We're not kidnapping
24;00:04:10,198;00:04:12,199;their princess.
25;00:04:12,233;00:04:15,319;We're rescuing my niece,
25;00:04:12,233;00:04:15,319;bringing her back to her family.
26;00:04:15,321;00:04:16,620;Your niece?
27;00:04:24,746;00:04:27,081;I've been doing this sort
27;00:04:24,746;00:04:27,081;of thing a long time.
28;00:04:27,132;00:04:29,133;I'm good at it.
28;00:04:27,132;00:04:29,133;That's why you're here.
29;00:04:29,167;00:04:31,418;I know.
29;00:04:29,167;00:04:31,418;Why are you here?
30;00:04:31,469;00:04:33,671;Why not send 40 of me?
30;00:04:31,469;00:04:33,671;Or an army?
31;00:04:33,722;00:04:36,223;Unlike most folks,
31;00:04:33,722;00:04:36,223;you've actually got one.
32;00:04:36,308;00:04:39,093;Because I don't want
32;00:04:36,308;00:04:39,093;to start a war.
33;00:04:39,144;00:04:42,479;That still doesn't explain
33;00:04:39,144;00:04:42,479;what you're doing here.
34;00:04:45,350;00:04:46,650;It has to be me.
35;00:04:49,654;00:04:52,573;If I'm putting something
35;00:04:49,654;00:04:52,573;like this together,
36;00:04:52,607;00:04:54,608;a one-handed man
36;00:04:52,607;00:04:54,608;who happens to be
37;00:04:54,659;00:04:57,361;one of the most recognizable
37;00:04:54,659;00:04:57,361;faces in Westeros is not--
38;00:04:57,363;00:04:59,246;It has to be me.
39;00:05:04,336;00:05:06,537;You set your brother
39;00:05:04,336;00:05:06,537;free, didn't you?
40;00:05:08,840;00:05:11,041;I'll bet your sister
40;00:05:08,840;00:05:11,041;didn't like that.
41;00:05:12,293;00:05:14,678;Varys set him free.
42;00:05:18,683;00:05:23,637;Well, if you ever see
42;00:05:18,683;00:05:23,637;the wee fucker,
43;00:05:23,688;00:05:25,305;give him my regards.
44;00:05:29,277;00:05:31,395;He murdered my father.
45;00:05:34,065;00:05:37,117;If I ever see him,
45;00:05:34,065;00:05:37,117;I'll split him in two.
46;00:05:38,236;00:05:40,571;And then I'll give
46;00:05:38,236;00:05:40,571;him your regards.
47;00:05:46,428;00:05:51,415;The Iron Bank has called in
47;00:05:46,428;00:05:51,415;one-tenth of the crown's debts.
48;00:05:51,417;00:05:54,218;Given the expense of
48;00:05:51,417;00:05:54,218;rebuilding the royal fleet--
49;00:05:54,252;00:05:55,552;How much can the crown afford?
50;00:05:55,587;00:05:57,154;With winter coming,
51;00:05:57,188;00:06:00,591;half what they ask, less?
52;00:06:00,625;00:06:03,894;You're the Master of Coin.
52;00:06:00,625;00:06:03,894;How do we pay them?
53;00:06:03,928;00:06:05,929;House Tyrell could
53;00:06:03,928;00:06:05,929;front the gold
54;00:06:05,980;00:06:08,065;and the crown would
54;00:06:05,980;00:06:08,065;pay us back in time
55;00:06:08,099;00:06:10,768;or I'd have words
55;00:06:08,099;00:06:10,768;with my daughter.
56;00:06:15,940;00:06:18,609;You've already
56;00:06:15,940;00:06:18,609;given us too much.
57;00:06:18,660;00:06:22,613;No, we must arrange better
57;00:06:18,660;00:06:22,613;terms with the Iron Bank.
58;00:06:22,615;00:06:25,282;Absolutely.
58;00:06:22,615;00:06:25,282;In person.
59;00:06:26,918;00:06:29,953;Me? - We must send an envoy
59;00:06:26,918;00:06:29,953;to the Iron Bank,
60;00:06:29,988;00:06:33,624;someone of importance to show
60;00:06:29,988;00:06:33,624;these bankers our respect.
61;00:06:33,626;00:06:36,627;As the king's Master of Coin, I can
61;00:06:33,626;00:06:36,627;think of no one more qualified.
62;00:06:36,678;00:06:38,762;I would be honored, Your Grace.
63;00:06:38,797;00:06:42,716;The king's expressed concern about his
63;00:06:38,797;00:06:42,716;father-in-law's safety on this voyage.
64;00:06:46,020;00:06:50,307;He's ordered Ser Meryn to
64;00:06:46,020;00:06:50,307;personally lead your escort.
65;00:06:51,976;00:06:54,061;My very own Kingsguard?
66;00:06:54,145;00:06:56,146;Please express my--
66;00:06:54,145;00:06:56,146;Safe travels, Lord Tyrell.
67;00:06:56,197;00:06:58,148;Of course.
67;00:06:56,197;00:06:58,148;Of course.
68;00:06:58,150;00:07:02,069;I'll give your regards
68;00:06:58,150;00:07:02,069;to the Titan of Braavos.
69;00:07:10,879;00:07:14,214;The small council grows
69;00:07:10,879;00:07:14,214;smaller and smaller.
70;00:07:14,299;00:07:16,583;Not small enough.
71;00:07:26,761;00:07:29,847;May I offer you
71;00:07:26,761;00:07:29,847;some wine, Your Holiness?
72;00:07:29,849;00:07:31,815;No.
73;00:07:35,069;00:07:37,855;The old High Septon would
73;00:07:35,069;00:07:37,855;have asked the vintage.
74;00:07:37,906;00:07:40,941;I could say that our minds
74;00:07:37,906;00:07:40,941;are temples to the Seven
75;00:07:40,992;00:07:43,527;and should be kept pure.
76;00:07:43,529;00:07:46,747;But the truth is
76;00:07:43,529;00:07:46,747;I don't like the taste.
77;00:07:46,831;00:07:48,916;Hmm.
78;00:07:48,950;00:07:51,368;How may I serve?
79;00:07:52,754;00:07:56,206;All over Westeros we hear
79;00:07:52,754;00:07:56,206;of septs being burned,
80;00:07:56,208;00:07:59,393;Silent Sisters raped,
81;00:07:59,427;00:08:02,045;bodies of holy men
81;00:07:59,427;00:08:02,045;piled in the streets.
82;00:08:02,047;00:08:05,599;Wars teach people to obey
82;00:08:02,047;00:08:05,599;the sword, not the gods.
83;00:08:05,633;00:08:08,602;Perhaps the gods
83;00:08:05,633;00:08:08,602;need a sword of their own.
