1;00:00:06,090;00:00:08,040;Clegane, look into the flames.
2;00:00:08,300;00:00:09,589;What do you see?
3;00:00:09,590;00:00:11,380;THE HOUND: A wall of ice.
4;00:00:12,470;00:00:13,800;The Wall.
5;00:00:15,420;00:00:17,089;The only thing standing
5;00:00:15,420;00:00:17,089;between us
6;00:00:17,090;00:00:18,750;and the army of the dead
6;00:00:17,090;00:00:18,750;is the Wall,
7;00:00:18,760;00:00:21,550;and the Wall hasn't been
7;00:00:18,760;00:00:21,550;properly manned in centuries.
8;00:00:21,880;00:00:23,339;Last time we saw The Night King,
9;00:00:23,340;00:00:24,380;it was at Hardhome.
10;00:00:24,800;00:00:27,629;Closest castle to Hardhome
10;00:00:24,800;00:00:27,629;is Eastwatch by the sea.
11;00:00:27,630;00:00:29,390;TORMUND GIANTSBANE:
11;00:00:27,630;00:00:29,390;And that's where I'll go.
12;00:00:29,670;00:00:32,210;Looks like we're
12;00:00:29,670;00:00:32,210;the Nightswatch now.
13;00:00:35,760;00:00:38,600;ARYA STARK:
13;00:00:35,760;00:00:38,600;This suits you, Lady Stark.
14;00:00:39,550;00:00:42,010;Jon left you in charge?
14;00:00:39,550;00:00:42,010;He did.
15;00:00:43,340;00:00:45,090;(GRUNTING)
16;00:00:52,170;00:00:55,040;JAIME LANNISTER: Lord Tarly.
16;00:00:52,170;00:00:55,040;I believe you know my son.
17;00:00:55,260;00:00:56,720;Do you fight with us...
18;00:00:57,510;00:00:59,680;or with the fallen savages
18;00:00:57,510;00:00:59,680;and eunuchs?
19;00:01:01,300;00:01:03,049;DAENERYS TARGARYEN:
19;00:01:01,300;00:01:03,049;What do you think I should do?
20;00:01:03,050;00:01:05,800;If you use them to melt castles
20;00:01:03,050;00:01:05,800;and burn cities,
21;00:01:06,130;00:01:07,210;you're not different.
22;00:01:07,630;00:01:09,290;You're just more of the same.
23;00:01:11,130;00:01:12,460;MAN: Listen.
24;00:01:13,470;00:01:15,430;(LOW RUMBLING)
25;00:01:16,300;00:01:19,260;(DRAGON GROWLS)
26;00:01:34,670;00:01:37,630;( theme music playing )
27;00:03:21,670;00:03:23,630;( insects chirping )
28;00:03:25,840;00:03:27,920;( gasps, grunts )
29;00:03:29,470;00:03:30,640;( gasping )
30;00:03:33,800;00:03:35,260;( grunts )
31;00:03:38,670;00:03:41,629;( gasping )
32;00:03:41,630;00:03:44,960;( coughing, panting )
33;00:03:49,630;00:03:50,840;You could've killed me.
34;00:03:59,300;00:04:01,299;The fuck were you doing
34;00:03:59,300;00:04:01,299;back there?
35;00:04:01,300;00:04:03,589;Ending the war.
36;00:04:03,590;00:04:05,790;Killing her.
37;00:04:05,800;00:04:08,220;You saw the dragon
37;00:04:05,800;00:04:08,220;between you and her?
38;00:04:11,340;00:04:14,210;And?
38;00:04:11,340;00:04:14,210;( grunts )
39;00:04:20,970;00:04:22,799;Listen to me, cunt.
40;00:04:22,800;00:04:24,345;Till I get what I'm owed,
41;00:04:24,346;00:04:26,169;a dragon doesn't
41;00:04:24,346;00:04:26,169;get to kill you,
42;00:04:26,170;00:04:28,040;you don't get to kill you,
