1;00:01:38,318;00:01:42,318;<font color=#00FF00>♪ Game of Thrones 01x09 ♪</font>
﻿1;00:01:38,318;00:01:42,318;<font color=#00FFFF>Baelor</font>
﻿1;00:01:38,318;00:01:42,318;Original Air Date on June 12, 2011
2;00:01:42,342;00:01:46,342;== sync, corrected by <font color=#00ff00>elderman</font> ==
3;00:02:07,232;00:02:09,499;You've seen
3;00:02:07,232;00:02:09,499;better days, My Lord.
4;00:02:10,368;00:02:12,803;Another visit?
5;00:02:14,171;00:02:16,572;It seems
5;00:02:14,171;00:02:16,572;you're my last friend.
6;00:02:16,607;00:02:19,375;No no,
6;00:02:16,607;00:02:19,375;many still love you.
7;00:02:19,409;00:02:22,677;Sansa came to court
7;00:02:19,409;00:02:22,677;this morning
8;00:02:22,712;00:02:24,846;to plead for your life.
9;00:02:26,048;00:02:28,649;On her knees,
9;00:02:26,048;00:02:28,649;begging for me, hmmm.
10;00:02:28,683;00:02:30,651;Did you laugh
10;00:02:28,683;00:02:30,651;with the others?
11;00:02:30,685;00:02:32,486;You do me wrong, My Lord.
12;00:02:32,520;00:02:34,721;Your blood is
12;00:02:32,520;00:02:34,721;the last thing I want.
13;00:02:34,755;00:02:36,556;I don't know
13;00:02:34,755;00:02:36,556;what you want.
14;00:02:36,590;00:02:38,524;I've given up
14;00:02:36,590;00:02:38,524;trying to guess.
15;00:02:41,861;00:02:43,996;When I was still a boy--
16;00:02:44,064;00:02:47,233;before they cut my balls off
16;00:02:44,064;00:02:47,233;with a hot knife--
17;00:02:47,267;00:02:51,570;I traveled with a group
17;00:02:47,267;00:02:51,570;of actors through the free cities.
18;00:02:53,140;00:02:56,141;They taught me that
18;00:02:53,140;00:02:56,141;each man has a role to play.
19;00:02:56,176;00:02:59,077;The same is true
19;00:02:56,176;00:02:59,077;at court.
20;00:02:59,112;00:03:01,446;I am the master
20;00:02:59,112;00:03:01,446;of whisperers.
21;00:03:01,480;00:03:05,349;My role is to be sly, obsequious
21;00:03:01,480;00:03:05,349;and without scruples.
22;00:03:05,384;00:03:07,785;I'm a good actor,
22;00:03:05,384;00:03:07,785;My Lord.
23;00:03:07,819;00:03:11,321;Huh.
23;00:03:07,819;00:03:11,321;Can you free me from this pit?
24;00:03:11,355;00:03:13,088;I could.
25;00:03:13,123;00:03:14,756;But will I?
26;00:03:14,790;00:03:17,424;No.
27;00:03:17,459;00:03:19,292;As I said,
27;00:03:17,459;00:03:19,292;I'm no hero.
28;00:03:19,327;00:03:21,360;What do you want?
28;00:03:19,327;00:03:21,360;Tell me.
29;00:03:21,394;00:03:24,361;No riddles, no stories--
29;00:03:21,394;00:03:24,361;tell me, what do you want?
30;00:03:25,996;00:03:28,063;Peace.
31;00:03:28,097;00:03:30,898;Did you know that
31;00:03:28,097;00:03:30,898;your son is marching south
32;00:03:30,932;00:03:34,000;with an army of Northmen?
32;00:03:30,932;00:03:34,000;Loyal lad--
33;00:03:34,035;00:03:36,670;fighting for
33;00:03:34,035;00:03:36,670;his father's freedom.
34;00:03:36,704;00:03:38,938;Robb?
