,0,1,2,3,4
0,0,0,joffrey,"Well struck Well struck, Dog","['Sandor Clegane', 'Joffrey Baratheon', 'Sansa Stark', 'Meryn Trant']"
1,0,1,joffrey,Did you like that?,"['Sandor Clegane', 'Joffrey Baratheon', 'Sansa Stark', 'Meryn Trant']"
2,0,2,sansa,"It was well struck, Your Grace","['Sandor Clegane', 'Joffrey Baratheon', 'Sansa Stark', 'Meryn Trant']"
3,0,3,joffrey,I already said it was well struck,"['Sandor Clegane', 'Joffrey Baratheon', 'Sansa Stark', 'Meryn Trant']"
4,0,4,sansa,"Yes, Your Grace","['Sandor Clegane', 'Joffrey Baratheon', 'Sansa Stark', 'Meryn Trant']"
5,2,5,joffrey,Whos next?,"['Joffrey Baratheon', 'Tommen Baratheon', 'Myrcella Baratheon', 'Sansa Stark', 'Dontos Hollard', 'Sandor Clegane', 'Meryn Trant', 'Tyrion Lannister', 'Bronn']"
6,2,6,announcer,"Lothor Brune, freerider in the service of Lord Baelish","['Joffrey Baratheon', 'Tommen Baratheon', 'Myrcella Baratheon', 'Sansa Stark', 'Dontos Hollard', 'Sandor Clegane', 'Meryn Trant', 'Tyrion Lannister', 'Bronn']"
7,2,7,announcer,Ser Dontos the Red of House Hollard,"['Joffrey Baratheon', 'Tommen Baratheon', 'Myrcella Baratheon', 'Sansa Stark', 'Dontos Hollard', 'Sandor Clegane', 'Meryn Trant', 'Tyrion Lannister', 'Bronn']"
8,2,8,announcer,Ser Dontos the Red of House Hollard,"['Joffrey Baratheon', 'Tommen Baratheon', 'Myrcella Baratheon', 'Sansa Stark', 'Dontos Hollard', 'Sandor Clegane', 'Meryn Trant', 'Tyrion Lannister', 'Bronn']"
9,2,9,ser dontos,"Here I am Here I am Sorry, Your Grace My deepest apologies","['Joffrey Baratheon', 'Tommen Baratheon', 'Myrcella Baratheon', 'Sansa Stark', 'Dontos Hollard', 'Sandor Clegane', 'Meryn Trant', 'Tyrion Lannister', 'Bronn']"
10,2,10,joffrey,Are you drunk?,"['Joffrey Baratheon', 'Tommen Baratheon', 'Myrcella Baratheon', 'Sansa Stark', 'Dontos Hollard', 'Sandor Clegane', 'Meryn Trant', 'Tyrion Lannister', 'Bronn']"
11,2,11,ser dontos,"No Uh, no, Your Grace I had I had two cups of wine","['Joffrey Baratheon', 'Tommen Baratheon', 'Myrcella Baratheon', 'Sansa Stark', 'Dontos Hollard', 'Sandor Clegane', 'Meryn Trant', 'Tyrion Lannister', 'Bronn']"
12,2,12,joffrey,"Two cups? Thats not much at all Please, have another cup","['Joffrey Baratheon', 'Tommen Baratheon', 'Myrcella Baratheon', 'Sansa Stark', 'Dontos Hollard', 'Sandor Clegane', 'Meryn Trant', 'Tyrion Lannister', 'Bronn']"
13,2,13,ser dontos,"Are you sure, Your Grace?","['Joffrey Baratheon', 'Tommen Baratheon', 'Myrcella Baratheon', 'Sansa Stark', 'Dontos Hollard', 'Sandor Clegane', 'Meryn Trant', 'Tyrion Lannister', 'Bronn']"
14,2,14,joffrey,"Yes, to celebrate my name day Have two, have as much as you like","['Joffrey Baratheon', 'Tommen Baratheon', 'Myrcella Baratheon', 'Sansa Stark', 'Dontos Hollard', 'Sandor Clegane', 'Meryn Trant', 'Tyrion Lannister', 'Bronn']"
15,2,15,ser dontos,"I would be honored, Your Grace","['Joffrey Baratheon', 'Tommen Baratheon', 'Myrcella Baratheon', 'Sansa Stark', 'Dontos Hollard', 'Sandor Clegane', 'Meryn Trant', 'Tyrion Lannister', 'Bronn']"
16,2,16,joffrey,"Ser Meryn, help Ser Dontos celebrate my name day See that he drinks his fill","['Joffrey Baratheon', 'Tommen Baratheon', 'Myrcella Baratheon', 'Sansa Stark', 'Dontos Hollard', 'Sandor Clegane', 'Meryn Trant', 'Tyrion Lannister', 'Bronn']"
17,2,17,sansa,You cant,"['Joffrey Baratheon', 'Tommen Baratheon', 'Myrcella Baratheon', 'Sansa Stark', 'Dontos Hollard', 'Sandor Clegane', 'Meryn Trant', 'Tyrion Lannister', 'Bronn']"
18,2,18,joffrey,What did you say? Did you say I cant?,"['Joffrey Baratheon', 'Tommen Baratheon', 'Myrcella Baratheon', 'Sansa Stark', 'Dontos Hollard', 'Sandor Clegane', 'Meryn Trant', 'Tyrion Lannister', 'Bronn']"
19,2,19,sansa,I only meant it would be bad luck to kill a man on your name day,"['Joffrey Baratheon', 'Tommen Baratheon', 'Myrcella Baratheon', 'Sansa Stark', 'Dontos Hollard', 'Sandor Clegane', 'Meryn Trant', 'Tyrion Lannister', 'Bronn']"
20,2,20,joffrey,What kind of stupid peasants superstition.,"['Joffrey Baratheon', 'Tommen Baratheon', 'Myrcella Baratheon', 'Sansa Stark', 'Dontos Hollard', 'Sandor Clegane', 'Meryn Trant', 'Tyrion Lannister', 'Bronn']"
21,2,21,sandor,"The girl is right What a man sows on his name day, he reaps all year","['Joffrey Baratheon', 'Tommen Baratheon', 'Myrcella Baratheon', 'Sansa Stark', 'Dontos Hollard', 'Sandor Clegane', 'Meryn Trant', 'Tyrion Lannister', 'Bronn']"
22,2,22,joffrey,"Take him away Ill have him killed tomorrow, the fool","['Joffrey Baratheon', 'Tommen Baratheon', 'Myrcella Baratheon', 'Sansa Stark', 'Dontos Hollard', 'Sandor Clegane', 'Meryn Trant', 'Tyrion Lannister', 'Bronn']"
23,2,23,sansa,He is A fool youre so clever to see it Hell make a much better fool than a knight He doesnt deserve the mercy of a quick death,"['Joffrey Baratheon', 'Tommen Baratheon', 'Myrcella Baratheon', 'Sansa Stark', 'Dontos Hollard', 'Sandor Clegane', 'Meryn Trant', 'Tyrion Lannister', 'Bronn']"
