,0,1,2,3,4
0,0,0,ned,"Your pardon, your Grace","['Eddard Stark', 'Cersei Lannister', 'Robert Baratheon']"
1,0,1,cersei,Do you know what your wife has done?,"['Eddard Stark', 'Cersei Lannister', 'Robert Baratheon']"
2,0,2,ned,She did nothing I did not command,"['Eddard Stark', 'Cersei Lannister', 'Robert Baratheon']"
3,0,3,robert,Who'd have thought she had it in her?,"['Eddard Stark', 'Cersei Lannister', 'Robert Baratheon']"
4,0,4,cersei,By what right dare you lay hands on my blood?,"['Eddard Stark', 'Cersei Lannister', 'Robert Baratheon']"
5,0,5,ned,I am the King's Hand,"['Eddard Stark', 'Cersei Lannister', 'Robert Baratheon']"
6,0,6,cersei,You were the King's Hand,"['Eddard Stark', 'Cersei Lannister', 'Robert Baratheon']"
7,0,7,cersei,You shall now be held accountable,"['Eddard Stark', 'Cersei Lannister', 'Robert Baratheon']"
8,0,8,robert,"Oh, will both of you shut your mouths? Catelyn will release Tyrion and you'll make your peace with Jaime","['Eddard Stark', 'Cersei Lannister', 'Robert Baratheon']"
9,0,9,ned,He butchered my men,"['Eddard Stark', 'Cersei Lannister', 'Robert Baratheon']"
10,0,10,cersei,Lord Stark was returning drunk from a brothel when his men attacked Jaime,"['Eddard Stark', 'Cersei Lannister', 'Robert Baratheon']"
11,0,11,robert,"Quiet, woman","['Eddard Stark', 'Cersei Lannister', 'Robert Baratheon']"
12,0,12,ned,Jaime has fled the city Give me leave to bring him back to justice,"['Eddard Stark', 'Cersei Lannister', 'Robert Baratheon']"
13,0,13,cersei,I took you for a king,"['Eddard Stark', 'Cersei Lannister', 'Robert Baratheon']"
14,0,14,robert,Hold your tongue,"['Eddard Stark', 'Cersei Lannister', 'Robert Baratheon']"
15,0,15,cersei,He's attacked my brother and abducted the other I should wear the armor and you the gown,"['Eddard Stark', 'Cersei Lannister', 'Robert Baratheon']"
16,0,16,cersei,I shall wear this like a badge of honor,"['Eddard Stark', 'Cersei Lannister', 'Robert Baratheon']"
17,0,17,robert,Wear it in silence or I'll honor you again,"['Eddard Stark', 'Cersei Lannister', 'Robert Baratheon']"
