,0,1,2,3,4
0,0,0,jaime,"Summoned to court to answer for the crimes of your bannerman Gregor Clegane, the Mountain Uh, arrive within the fortnight or be branded an enemy of the Crown Poor Ned Stark Brave man, terrible judgment","['Jaime Lannister', 'Tywin Lannister']"
1,0,1,tywin,Attacking him was stupid,"['Jaime Lannister', 'Tywin Lannister']"
2,0,2,tywin,"Lannisters dont act like fools Are you gonna say something clever? Go on, say something clever","['Jaime Lannister', 'Tywin Lannister']"
3,0,3,jaime,Catelyn Stark took my brother,"['Jaime Lannister', 'Tywin Lannister']"
4,0,4,tywin,Why is he still alive?,"['Jaime Lannister', 'Tywin Lannister']"
5,0,5,jaime,Tyrion?,"['Jaime Lannister', 'Tywin Lannister']"
6,0,6,tywin,Ned Stark,"['Jaime Lannister', 'Tywin Lannister']"
7,0,7,jaime,"One of our men interfered, speared him through the leg before I could finish him","['Jaime Lannister', 'Tywin Lannister']"
8,0,8,tywin,Why is he still alive?,"['Jaime Lannister', 'Tywin Lannister']"
9,0,9,jaime,It wouldnt have been clean,"['Jaime Lannister', 'Tywin Lannister']"
10,0,10,tywin,Clean.,"['Jaime Lannister', 'Tywin Lannister']"
11,0,11,tywin,You spend too much time worrying about what other people think of you,"['Jaime Lannister', 'Tywin Lannister']"
12,0,12,jaime,I could care less what anyone thinks of me,"['Jaime Lannister', 'Tywin Lannister']"
13,0,13,tywin,Now thats what you want people to think of you,"['Jaime Lannister', 'Tywin Lannister']"
14,0,14,jaime,Its the truth,"['Jaime Lannister', 'Tywin Lannister']"
15,0,15,tywin,"When you hear them whispering Kingslayer behind your back, doesnt it bother you?","['Jaime Lannister', 'Tywin Lannister']"
16,0,16,jaime,Of course it bothers me,"['Jaime Lannister', 'Tywin Lannister']"
17,0,17,tywin,"The lion doesnt concern himself with the opinions of the sheep I suppose I should be grateful that your vanity got in the way of your recklessness Im giving you half of our forces 30,000 men You will bring them to Catelyn Starks girlhood home and remind her that Lannisters pay their debts","['Jaime Lannister', 'Tywin Lannister']"
18,0,18,jaime,I didnt realize you placed such a high value on my brothers life,"['Jaime Lannister', 'Tywin Lannister']"
19,0,19,tywin,"Hes a Lannister He might be the lowest of the Lannisters, but hes one of us And every day that he remains a prisoner, the less our name commands respect","['Jaime Lannister', 'Tywin Lannister']"
20,0,20,jaime,So the lion does concern himself with the opinions of,"['Jaime Lannister', 'Tywin Lannister']"
21,0,21,tywin,"No, its not an opinion, its a fact! If another House can seize one of our own and hold him captive with impunity, we are no longer a House to be feared Your mothers dead Before long Ill be dead And you and your brother and your sister and all of her children All of us dead, all of us rotting in the ground Its the family name that lives on Its all that lives on Not your personal glory, not your honor, but family Do you understand?","['Jaime Lannister', 'Tywin Lannister']"
22,0,22,tywin,"Hmm Youre blessed with abilities that few men possess You are blessed to belong to the most powerful family in the kingdoms And you are still blessed with youth And what have you done with these blessings, huh? Youve served as a glorified bodyguard for two kings One a madman, the other a drunk The future of our family will be determined in these next few months We could establish a dynasty that will last a thousand years Or we could collapse into nothing, as the Targaryens did I need you to become a man you were always meant to be Not next year Not tomorrow Now","['Jaime Lannister', 'Tywin Lannister']"
23,1,23,cersei,Youre in pain,"['Eddard Stark', 'Cersei Lannister']"
24,1,24,ned,"Ive had worse, my lady","['Eddard Stark', 'Cersei Lannister']"
25,1,25,cersei,Perhaps its time to go home,"['Eddard Stark', 'Cersei Lannister']"
26,1,26,ned,The South doesnt seem to agree with you,"['Eddard Stark', 'Cersei Lannister']"
27,1,27,ned,I know the truth Jon Arryn died for,"['Eddard Stark', 'Cersei Lannister']"
28,1,28,cersei,"Do you, Lord Stark? Is that why you called me here, to pose me riddles?","['Eddard Stark', 'Cersei Lannister']"
