,0,1,2,3,4
0,0,0,ygritte,How far are we?,['Tormund Giantsbane']
1,0,1,jon,"About a week, I think",['Tormund Giantsbane']
2,0,2,ygritte,You think? You dont know?,['Tormund Giantsbane']
3,0,3,jon,"When we went to Castle Black, we took the kingsroad",['Tormund Giantsbane']
4,0,4,ygritte,You and your roads Is that how you lot do your fighting? You march down the road banging drums and waving banners?,['Tormund Giantsbane']
5,0,5,jon,"Most of the time, yes",['Tormund Giantsbane']
6,0,6,ygritte,How do the men holding the banners fight?,['Tormund Giantsbane']
7,0,7,jon,"They dont, really Its a great honor to carry your house sigil",['Tormund Giantsbane']
8,0,8,ygritte,"And the drummers is that a great honor, too?",['Tormund Giantsbane']
9,0,9,jon,Usually its the young boys banging the drums,['Tormund Giantsbane']
10,0,10,ygritte,So what good are they?,['Tormund Giantsbane']
11,0,11,jon,They help the men march,['Tormund Giantsbane']
12,0,12,ygritte,How?,['Tormund Giantsbane']
13,0,13,jon,"Well, its its the rhythm",['Tormund Giantsbane']
14,0,14,ygritte,"Oh, you mean right foot, left foot, right foot, left foot, right foot? You need help remembering that? When Mance gives the signal and we hit Castle Black, we wont be banging on drums to let them know were coming",['Tormund Giantsbane']
15,0,15,jon,"No No, youre just gonna light the biggest fire the North has ever seen to let them know youre coming",['Tormund Giantsbane']
16,0,16,ygritte,"You know nothing, Jon Snow",['Tormund Giantsbane']
17,1,17,orell,"Shes right, you dont","['Jon Snow', 'Ygritte']"
18,1,18,jon,I know you cut me loose on the Wall,"['Jon Snow', 'Ygritte']"
19,1,19,orell,"Cut her loose, too Do you see her sulking about it? Thats because she understands the way things are","['Jon Snow', 'Ygritte']"
20,1,20,jon,And are you gonna share it with me? The deep wisdom you found inside the head of a bird?,"['Jon Snow', 'Ygritte']"
21,1,21,orell,"People work together when it suits them Theyre loyal when it suits them They love each other when it suits them And they kill each other when it suits them She knows that, you dont Which is why youll never hold onto her","['Jon Snow', 'Ygritte']"
22,1,22,brynden,That rain will cost us another day,"['Jon Snow', 'Ygritte']"
23,1,23,robb,Frey will wait He knows were coming,"['Jon Snow', 'Ygritte']"
24,1,24,catelyn,Lord Walder is prickly by nature,"['Jon Snow', 'Ygritte']"
25,1,25,brynden,Prickly? That what you call it? Might be the least pleasant man Ive ever met,"['Jon Snow', 'Ygritte']"
26,1,26,catelyn,"Yes, and that is why-","['Jon Snow', 'Ygritte']"
27,2,27,talisa,"Ive spent the last two years nursing wounded men, watching them bleed and die Im not afraid of wet shits","['Jon Snow', 'Orell']"
28,2,28,catelyn,Lord Frey will take this delay as a slight,"['Jon Snow', 'Orell']"
29,2,29,edmure,He can take it as he likes Hes getting the wedding he wanted,"['Jon Snow', 'Orell']"
30,2,30,catelyn,Hes getting a wedding It was a king he wanted,"['Jon Snow', 'Orell']"
31,2,31,robb,Edmure is the best match a Frey has had in the history of their house We should all get some sleep,"['Jon Snow', 'Orell']"
32,3,32,robb,"If you dont put some clothes on, I cant promise I wont attack you again","['Talisa Maegyr', 'Robb Stark', 'Catelyn Stark', 'Brynden Tully', 'Edmure Tully']"
33,4,33,talisa,Attack Attack,"['Talisa Maegyr', 'Robb Stark', 'Catelyn Stark']"
34,5,34,robb,Who are you writing?,"['Talisa Maegyr', 'Robb Stark']"
35,5,35,talisa,My mother,"['Talisa Maegyr', 'Robb Stark']"
36,5,36,robb,Is that Valyrian?,"['Talisa Maegyr', 'Robb Stark']"
37,5,37,talisa,Gaaa,"['Talisa Maegyr', 'Robb Stark']"
38,5,38,robb,Gaaa? Say hello for me,"['Talisa Maegyr', 'Robb Stark']"
39,5,39,talisa,Rytsas,"['Talisa Maegyr', 'Robb Stark']"
40,5,40,robb,Ritsas,"['Talisa Maegyr', 'Robb Stark']"
41,5,41,talisa,That was close enough,"['Talisa Maegyr', 'Robb Stark']"
42,5,42,robb,Does she know her daughters a queen?,"['Talisa Maegyr', 'Robb Stark']"
43,5,43,talisa,Not yet,"['Talisa Maegyr', 'Robb Stark']"
44,5,44,robb,"That will be a surprise, I expect","['Talisa Maegyr', 'Robb Stark']"
45,5,45,talisa,Many surprises for her,"['Talisa Maegyr', 'Robb Stark']"
46,5,46,robb,How am I supposed to sit here planning a war when youre over there looking like that?,"['Talisa Maegyr', 'Robb Stark']"
47,5,47,talisa,Will you come with me one day to Volantis? When all this is over?,"['Talisa Maegyr', 'Robb Stark']"
48,5,48,robb,I will,"['Talisa Maegyr', 'Robb Stark']"
49,5,49,talisa,I promise I know shed love to meet you And her grandchild,"['Talisa Maegyr', 'Robb Stark']"
50,5,50,robb,"What, now? Are you certain?","['Talisa Maegyr', 'Robb Stark']"
51,5,51,talisa,Are you angry with me?,"['Talisa Maegyr', 'Robb Stark']"
52,5,52,robb,Angry? Youre my queen,"['Talisa Maegyr', 'Robb Stark']"
53,5,53,talisa,And I have your little prince or princess inside me,"['Talisa Maegyr', 'Robb Stark']"
54,5,54,robb,Maybe one of each,"['Talisa Maegyr', 'Robb Stark']"
55,5,55,talisa,Dont get greedy,"['Talisa Maegyr', 'Robb Stark']"
56,5,56,talisa,Can you leave the war for one night?,"['Talisa Maegyr', 'Robb Stark']"
57,5,57,robb,I love you Do you hear me? I love you,"['Talisa Maegyr', 'Robb Stark']"
58,5,58,tormund,Most men fuck like dogs,"['Talisa Maegyr', 'Robb Stark']"
59,5,59,tormund,"No grace, no skill A few dozen thrusts and done You need to be patient Give her time Your cock shouldnt go near her till shes slick as a baby seal And then you go inside, but slowly Dont jam it in like youre spearing a pig Come on! Hey, come on","['Talisa Maegyr', 'Robb Stark']"
60,5,60,orell,"You think he loves you, is that it? What did he tell you? Hes gonna make you his lady and live with you in some castle?","['Talisa Maegyr', 'Robb Stark']"
