,0,1,2,3,4
0,0,0,syrio forel,"Yah! Left high, left low","['Syrio Forel', 'Arya Stark']"
1,2,1,syrio forel,"Right low, lunge right","['Syrio Forel', 'Arya Stark']"
2,4,2,kingsguard septa mordane,Your sister knew perfectly well we were to leave today How she could forget.,"['Septa Mordane', 'Sansa Stark']"
3,4,3,sansa,She didnt forget Shes with her dancing master Shes with him every morning She always comes back with scrapes and bruises Shes so clumsy,"['Septa Mordane', 'Sansa Stark']"
4,4,4,septa mordane,Hush! Go back to your room Bar the doors and do not open them for anyone you do not know,"['Septa Mordane', 'Sansa Stark']"
5,4,5,sansa,What is it? Whats happening?,"['Septa Mordane', 'Sansa Stark']"
6,4,6,septa mordane,Do as I told you Run,"['Septa Mordane', 'Sansa Stark']"
7,5,7,syrio forel,"This way! Left, right Rah! Now you are dead","['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
8,5,8,arya,"You said right, but you went left","['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
9,5,9,syrio forel,And now you are a dead girl,"['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
10,5,10,arya,Only cause you lied,"['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
11,5,11,syrio forel,My tongue lied My eyes shouted the truth You were not seeing,"['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
12,5,12,arya,"I was so I watched, but you.","['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
13,5,13,syrio forel,"Watching is not seeing, dead girl The seeing, the true seeing, that is the heart of swordplay","['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
14,5,14,ingsgua meryn trant,"Arya Stark, come with us Your father wants to see you","['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
15,5,15,syrio forel,And why is it that Lord Eddard is sending Lannister men in place of his own? I am wondering,"['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
16,5,16,meryn trant,"Mind your place, dancing master This is no concern of yours","['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
17,5,17,arya,My father wouldnt send you,"['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
18,5,18,arya,And I dont have to go with you if I dont want,"['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
19,5,19,maryn trant,Take her,"['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
20,5,20,syrio forel,"Are you men or snakes, that you would threaten a child?","['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
21,5,21,kings guard,"Get out of my way, little man","['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
22,5,22,syrio forel,I am Syrio Forel,"['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
23,5,23,kings guard,Foreign bastard,"['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
24,5,24,syrio forel,And you will be speaking to me with more respect,"['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
25,5,25,meryn trant,Kill the Braavosi Bring the girl,"['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
26,5,26,syrio forel,"Arya child, we are done with dancing for the day Run to your father","['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
27,5,27,meryn trant,Bloody oafs,"['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
28,5,28,syrio forel,"Be gone now, Arya","['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
29,5,29,arya,Come with me Run,"['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
30,5,30,syrio forel,The first sword of Braavos does not run,"['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
31,5,31,syrio forel,What do we say to the God of death?,"['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
32,5,32,arya,Not today,"['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
33,5,33,syrio forel,Go,"['Syrio Forel', 'Arya Stark', 'Meryn Trant']"
34,7,34,sansa,Stay away from me Ill tell my father Ill Ill tell the Queen,"['Sansa Stark', 'Sandor Clegane']"
35,7,35,sandor clegane,Who do you think sent me?,"['Sansa Stark', 'Sandor Clegane']"
36,8,36,arya,Needle,"['Arya Stark', 'Red Keep Stableboy']"
37,8,37,stable boy,There she is,"['Arya Stark', 'Red Keep Stableboy']"
38,8,38,arya,What do you want?,"['Arya Stark', 'Red Keep Stableboy']"
39,8,39,stable boy,"I want you, wolf girl Come here","['Arya Stark', 'Red Keep Stableboy']"
40,8,40,arya,Leave me be My fathers a lord Hell reward you,"['Arya Stark', 'Red Keep Stableboy']"
41,8,41,stable boy,"Shell reward me, the Queen","['Arya Stark', 'Red Keep Stableboy']"
42,8,42,arya,Stay away,"['Arya Stark', 'Red Keep Stableboy']"
43,9,43,varys,"Lord Stark, you must be thirsty","['Eddard Stark', 'Lord Varys']"
44,9,44,ned,Varys,"['Eddard Stark', 'Lord Varys']"
45,9,45,varys,"I promise you it isnt poisoned Why is it no one ever trusts the eunuch? Not so much, My Lord I would save the rest, if I were you Hide it Men have been known to die of thirst in these cells","['Eddard Stark', 'Lord Varys']"
46,9,46,ned,What about my daughters?,"['Eddard Stark', 'Lord Varys']"
47,9,47,varys,The younger one seems to have escaped the castle Even my little birds cannot find her,"['Eddard Stark', 'Lord Varys']"
48,9,48,ned,And Sansa?,"['Eddard Stark', 'Lord Varys']"
49,9,49,varys,"Still engaged to Joffrey Cersei will keep her close The rest of your household though, all dead, it grieves me to say I do so hate the sight of blood","['Eddard Stark', 'Lord Varys']"
50,9,50,ned,You watched my men being slaughtered and did nothing,"['Eddard Stark', 'Lord Varys']"
51,9,51,varys,"And would again, My Lord I was unarmed, unarmored and surrounded by Lannister swords When you look at me do you see a hero? What madness led you to tell the Queen you had learned the truth about Joffreys birth?","['Eddard Stark', 'Lord Varys']"
52,9,52,ned,The madness of mercy That she might save her children,"['Eddard Stark', 'Lord Varys']"
53,9,53,varys,"Ah, the children It is always the innocents who suffer It wasnt the wine that killed Robert, nor the boar The wine slowed him down and the boar ripped him open, but it was your mercy that killed the King I trust you know you are a dead man, Lord Eddard?","['Eddard Stark', 'Lord Varys']"
54,9,54,ned,The Queen cant kill me Cat holds her brother,"['Eddard Stark', 'Lord Varys']"
55,9,55,varys,The wrong brother sadly And lost to her Your wife has let the Imp slip through her fingers,"['Eddard Stark', 'Lord Varys']"
56,9,56,ned,"If thats true, then slit my throat and be done with it","['Eddard Stark', 'Lord Varys']"
57,9,57,varys,"Not today, My Lord","['Eddard Stark', 'Lord Varys']"
58,9,58,ned,"Tell me something, Varys Who do you truly serve?","['Eddard Stark', 'Lord Varys']"
59,9,59,varys,"The Realm, My Lord Someone must","['Eddard Stark', 'Lord Varys']"
60,10,60,jeor,"Its Othor, without a doubt","['Samwell Tarly', 'Jeor Mormont', 'Jon Snow', 'Othor', 'Jafer Flowers', 'Othell Yarwyck']"
61,10,61,othell yarwyck,"The other one is Jafer Flowers, My Lord, less the hand the wolf tore off","['Samwell Tarly', 'Jeor Mormont', 'Jon Snow', 'Othor', 'Jafer Flowers', 'Othell Yarwyck']"
62,10,62,jeor,Any sign of Benjen or the rest of his party?,"['Samwell Tarly', 'Jeor Mormont', 'Jon Snow', 'Othor', 'Jafer Flowers', 'Othell Yarwyck']"
63,10,63,jon,"Just these two, My Lord Been dead awhile, Id say","['Samwell Tarly', 'Jeor Mormont', 'Jon Snow', 'Othor', 'Jafer Flowers', 'Othell Yarwyck']"
64,10,64,jeor,Mmm,"['Samwell Tarly', 'Jeor Mormont', 'Jon Snow', 'Othor', 'Jafer Flowers', 'Othell Yarwyck']"
65,10,65,sam,The smell,"['Samwell Tarly', 'Jeor Mormont', 'Jon Snow', 'Othor', 'Jafer Flowers', 'Othell Yarwyck']"
66,10,66,othell yarwyck,What smell?,"['Samwell Tarly', 'Jeor Mormont', 'Jon Snow', 'Othor', 'Jafer Flowers', 'Othell Yarwyck']"
67,10,67,sam,"There is none If theyd be dead for a long time, wouldnt there be rot?","['Samwell Tarly', 'Jeor Mormont', 'Jon Snow', 'Othor', 'Jafer Flowers', 'Othell Yarwyck']"
