,0,1,2,3,4
0,0,0,man,How many of those fingers do you think we could shove up his ass?,"['Jaime Lannister', 'Brienne of Tarth', 'Locke']"
1,0,1,locke,"Depends if hes had any practice Is that the sort of thing you and your sister go in for, Kingslayer? She loosened you up for us?","['Jaime Lannister', 'Brienne of Tarth', 'Locke']"
2,0,2,brienne,Hes going to fall Hes going to fall off his horse Someone help him,"['Jaime Lannister', 'Brienne of Tarth', 'Locke']"
3,0,3,jaime,"Water Water Please, water Wa-water Water, please Please Please","['Jaime Lannister', 'Brienne of Tarth', 'Locke']"
4,0,4,jaime,"If I die, you wont be getting-","['Jaime Lannister', 'Brienne of Tarth', 'Locke']"
5,0,5,locke,"Oh, enough Here","['Jaime Lannister', 'Brienne of Tarth', 'Locke']"
6,0,6,locke,Cant say that Ive ever seen a man drink horse piss that fast,"['Jaime Lannister', 'Brienne of Tarth', 'Locke']"
7,0,7,brienne,Stop,"['Jaime Lannister', 'Brienne of Tarth', 'Locke']"
8,0,8,man,Far enough,"['Jaime Lannister', 'Brienne of Tarth', 'Locke']"
9,0,9,locke,Do that again and Ill take your other hand,"['Jaime Lannister', 'Brienne of Tarth', 'Locke']"
10,0,10,man,"Come on, you","['Jaime Lannister', 'Brienne of Tarth', 'Locke']"
11,1,11,varys,"Oh, Lord Tyrion Come in, come in","['Tyrion Lannister', 'Lord Varys']"
12,1,12,tyrion,I hope we might speak In confidence,"['Tyrion Lannister', 'Lord Varys']"
13,1,13,varys,"Oh, always in confidence","['Tyrion Lannister', 'Lord Varys']"
14,1,14,tyrion,About the events of the Blackwater Perhaps this is the wrong time?,"['Tyrion Lannister', 'Lord Varys']"
15,1,15,varys,"Oh, no Its a wonderful time","['Tyrion Lannister', 'Lord Varys']"
16,1,16,tyrion,I thought one of your little birds might have knowledge of my sisters intentions to-,"['Tyrion Lannister', 'Lord Varys']"
17,1,17,varys,End your life?,"['Tyrion Lannister', 'Lord Varys']"
18,1,18,tyrion,"I didnt inherit Littlefingers spies along with his position, Im afraid Which is why Im coming to you I need proof","['Tyrion Lannister', 'Lord Varys']"
19,1,19,varys,Proof? Will there be a trial?,"['Tyrion Lannister', 'Lord Varys']"
20,1,20,tyrion,I need to know,"['Tyrion Lannister', 'Lord Varys']"
21,1,21,varys,"I have no proof, only whispers Before all this nastiness, I was going to tell you the story of how I was cut Do you want to hear it still?","['Tyrion Lannister', 'Lord Varys']"
22,1,22,tyrion,I dont know Do I?,"['Tyrion Lannister', 'Lord Varys']"
23,1,23,varys,"As a boy, I travelled with a troupe of actors through the Free Cities One day in Myr, a certain man made my master an offer too tempting to refuse I feared the man meant to use me as Id heard some men used small boys But what he wanted was far worse He gave me a potion that made me powerless to move or speak, yet did nothing to dull my senses With a hooked blade he sliced me, root and stem, chanting all the while He burned my parts in a brazier The flames turned blue and I heard a voice answer his call I still dream of that night Not of the sorcerer, not of his blade I dream of the voice from the flames Was it a god? A demon? A conjurors trick? I dont know But the sorcerer called and a voice answered And ever since that day, I have hated magic and all those who practice it But you can see why I was eager to aid in your fight against Stannis and his Red Priestess A symbolic revenge of sorts","['Tyrion Lannister', 'Lord Varys']"
24,1,24,tyrion,"Yes, ahem I feel the need for actual revenge against the actual person who tried to have me killed Which will require a degree of influence, which-","['Tyrion Lannister', 'Lord Varys']"
25,1,25,varys,You do not possess at the moment,"['Tyrion Lannister', 'Lord Varys']"
26,1,26,varys,"But influence is largely a matter of patience, I have found Once I had served the sorcerers purpose, he threw me out of his house to die I resolved to live to spite him I begged I sold what parts of my body remained to me I became an excellent thief and soon learned that the contents of a mans letters are more valuable than the contents of his purse Step by step, one distasteful task after another, I made my way from the slums of Myr to the small council chamber Influence grows like a weed I tended mine patiently until its tendrils reached from the Red Keep all the way across to the far side of the world where I managed to wrap them around something very special","['Tyrion Lannister', 'Lord Varys']"
27,1,27,tyrion,The sorcerer,"['Tyrion Lannister', 'Lord Varys']"
28,2,28,varys,"Hello, my old friend Its been a long time I have no doubt the revenge you want will be yours in time if you have the stomach for it","['Tyrion Lannister', 'Lord Varys', 'Sorcerer']"
29,3,29,grenn,"When people talk about the Nights Watch, they never mention the shoveling","['Grenn', 'Eddison Tollett', 'Rast']"
30,3,30,eddison,Or the shit,"['Grenn', 'Eddison Tollett', 'Rast']"
31,3,31,grenn,"They tell you about honor, pardoning crimes, and protecting the realm, but shoveling really is most of it","['Grenn', 'Eddison Tollett', 'Rast']"
32,3,32,eddison,And getting attacked or killed or worse And that,"['Grenn', 'Eddison Tollett', 'Rast']"
33,3,33,grenn,"But when youre not getting attacked or killed, usually youre shoveling","['Grenn', 'Eddison Tollett', 'Rast']"
34,3,34,eddison,"Oh, look More shit I was starting to wonder what to do with the rest of my day","['Grenn', 'Eddison Tollett', 'Rast']"
35,3,35,rast,We need to get out of here,"['Grenn', 'Eddison Tollett', 'Rast']"
36,3,36,grenn,"When the Lord Commander says we go, we go","['Grenn', 'Eddison Tollett', 'Rast']"
37,3,37,rast,The Lord Commander told us to go to the Fist of the First Men Howd that turn out for us?,"['Grenn', 'Eddison Tollett', 'Rast']"
38,3,38,eddison,He had no way of knowing,"['Grenn', 'Eddison Tollett', 'Rast']"
39,3,39,rast,We do now We know whats out there,"['Grenn', 'Eddison Tollett', 'Rast']"
40,3,40,grenn,Crasters been out here surviving,"['Grenn', 'Eddison Tollett', 'Rast']"
41,3,41,rast,So hes your new protector now? Our good friend Craster?,"['Grenn', 'Eddison Tollett', 'Rast']"
42,3,42,eddison,Were like the sons he never had,"['Grenn', 'Eddison Tollett', 'Rast']"
43,3,43,rast,"Mormont isnt gonna save you This lummox here isnt gonna save you When the walkers come calling, Craster will serve us up like so many pigs If we want to live well have to look out for ourselves","['Grenn', 'Eddison Tollett', 'Rast']"
44,3,44,gilly,"Shh, shh, shh","['Grenn', 'Eddison Tollett', 'Rast']"
45,5,45,gilly,You woke him,"['Gilly', 'Baby Sam', 'Samwell Tarly']"
46,5,46,sam,Im sorry Hes beautiful,"['Gilly', 'Baby Sam', 'Samwell Tarly']"
47,5,47,gilly,Shh,"['Gilly', 'Baby Sam', 'Samwell Tarly']"
48,5,48,sam,Hes beautiful Does he have a name?,"['Gilly', 'Baby Sam', 'Samwell Tarly']"
49,5,49,gilly,No,"['Gilly', 'Baby Sam', 'Samwell Tarly']"
50,5,50,sam,Are you going to give him one?,"['Gilly', 'Baby Sam', 'Samwell Tarly']"
51,5,51,gilly,Why?,"['Gilly', 'Baby Sam', 'Samwell Tarly']"
52,5,52,gilly,Here,"['Gilly', 'Baby Sam', 'Samwell Tarly']"
53,5,53,sam,Gilly,"['Gilly', 'Baby Sam', 'Samwell Tarly']"
54,5,54,gilly,You said to hold it for you until you came back Youre back,"['Gilly', 'Baby Sam', 'Samwell Tarly']"
55,5,55,sam,I wanted you to have it,"['Gilly', 'Baby Sam', 'Samwell Tarly']"
56,5,56,gilly,I dont want your stupid thimble I want to save my babys life Can you do that? Can you?,"['Gilly', 'Baby Sam', 'Samwell Tarly']"
57,5,57,gilly,I dont have time for you I dont have time for anyone but him because he doesnt have much time,"['Gilly', 'Baby Sam', 'Samwell Tarly']"
58,6,58,jojen,You have to go after him,"['Bran Stark', 'Jojen Reed']"
59,6,59,bran,How?,"['Bran Stark', 'Jojen Reed']"
60,6,60,jojen,You know how,"['Bran Stark', 'Jojen Reed']"
