,0,1,2,3,4
0,0,0,thoros,"Lord, cast your light upon us","['Thoros of Myr', 'Sandor Clegane', 'Arya Stark', 'Anguy', 'Beric Dondarrion', 'Gendry']"
1,0,1,men,"Lord of Light, defend us","['Thoros of Myr', 'Sandor Clegane', 'Arya Stark', 'Anguy', 'Beric Dondarrion', 'Gendry']"
2,0,2,thoros,"Show us the truth Strike this man down if he is guilty Give strength to his sword if he is true Lord of Light, give us wisdom For the night is dark and full of terrors","['Thoros of Myr', 'Sandor Clegane', 'Arya Stark', 'Anguy', 'Beric Dondarrion', 'Gendry']"
3,0,3,men,For the night is dark and full of terrors,"['Thoros of Myr', 'Sandor Clegane', 'Arya Stark', 'Anguy', 'Beric Dondarrion', 'Gendry']"
4,0,4,thoros,Get back,"['Thoros of Myr', 'Sandor Clegane', 'Arya Stark', 'Anguy', 'Beric Dondarrion', 'Gendry']"
5,0,5,men,Guilty Guilty Guilty Guilty Guilty Guilty Guilty Guilty Guilty Guilty Guilty Guilty,"['Thoros of Myr', 'Sandor Clegane', 'Arya Stark', 'Anguy', 'Beric Dondarrion', 'Gendry']"
6,0,6,arya,Kill him,"['Thoros of Myr', 'Sandor Clegane', 'Arya Stark', 'Anguy', 'Beric Dondarrion', 'Gendry']"
7,1,7,thoros,"Lord, cast your light upon this man, your servant Bring him back from death and darkness His flame has been extinguished Restore it","['Thoros of Myr', 'Sandor Clegane', 'Arya Stark', 'Anguy', 'Beric Dondarrion', 'Gendry']"
8,1,8,thoros,"For the night is dark and full of terrors Lord, cast-","['Thoros of Myr', 'Sandor Clegane', 'Arya Stark', 'Anguy', 'Beric Dondarrion', 'Gendry']"
9,1,9,gendry,"Arya, dont","['Thoros of Myr', 'Sandor Clegane', 'Arya Stark', 'Anguy', 'Beric Dondarrion', 'Gendry']"
10,1,10,thoros,Bring him back from death and darkness,"['Thoros of Myr', 'Sandor Clegane', 'Arya Stark', 'Anguy', 'Beric Dondarrion', 'Gendry']"
11,1,11,arya,No,"['Thoros of Myr', 'Sandor Clegane', 'Arya Stark', 'Anguy', 'Beric Dondarrion', 'Gendry']"
12,1,12,arya,Let go of me! Let me go,"['Thoros of Myr', 'Sandor Clegane', 'Arya Stark', 'Anguy', 'Beric Dondarrion', 'Gendry']"
13,1,13,sandor,Looks like their god likes me more than your butchers boy,"['Thoros of Myr', 'Sandor Clegane', 'Arya Stark', 'Anguy', 'Beric Dondarrion', 'Gendry']"
14,1,14,arya,Burn in hell,"['Thoros of Myr', 'Sandor Clegane', 'Arya Stark', 'Anguy', 'Beric Dondarrion', 'Gendry']"
15,1,15,beric,He will But not today,"['Thoros of Myr', 'Sandor Clegane', 'Arya Stark', 'Anguy', 'Beric Dondarrion', 'Gendry']"
16,2,16,tormund,Orell says there are crows patrolling on the Wall Tell me what you know,"['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
17,2,17,jon,"There are four to a patrol two builders to check for structural damage, two rangers to watch for enemies","['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
18,2,18,orell,How often do these patrols go out?,"['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
19,2,19,jon,"It varies If I knew where on the Wall we were heading, I could tell you","['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
20,2,20,orell,Youd like to know that,"['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
21,2,21,tormund,There are 19 castles guarding the Wall How many are manned?,"['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
22,2,22,jon,Three,"['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
23,2,23,orell,You sure of that?,"['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
24,2,24,orell,Which three?,"['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
25,2,25,jon,Castle Black,"['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
26,2,26,orell,"Aye, Castle Black Everyone knows Castle Black Which others?","['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
27,2,27,jon,Eastwatch-by-the-Sea and the Shadow Tower,"['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
28,2,28,tormund,How many men remain in Castle Black?,"['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
29,2,29,orell,Liar,"['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
30,2,30,jon,What happens to your eagle after I kill you? Does he drift away like a kite with his strings cut or does he just flop dead to the ground?,"['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
31,2,31,ygritte,Hes no crow,"['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
32,2,32,orell,Just cause you want him inside you dont make him one of us,"['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
33,2,33,ygritte,Im not afraid of you,"['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
34,2,34,tormund,"I like you, boy But if you lie to me, Ill pull your guts out through your throat","['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
35,2,35,jon,1000 men,"['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
36,2,36,tormund,Well find out soon enough,"['Jon Snow', 'Ygritte', 'Orell', 'Tormund Giantsbane']"
37,3,37,jon,I dont need you to protect me,"['Jon Snow', 'Ygritte']"
38,3,38,ygritte,Of course you do Who stopped Rattleshirt when he was about to cut your throat? Who vouched for you with Mance? It seems you owe me a debt,"['Jon Snow', 'Ygritte']"
39,3,39,jon,Give it back,"['Jon Snow', 'Ygritte']"
40,3,40,ygritte,"Well, I stole it Its mine If you want it, come steal it back","['Jon Snow', 'Ygritte']"
41,3,41,jon,Ygritte! Ygritte,"['Jon Snow', 'Ygritte']"
42,4,42,ygritte,Is Orell right? Are you still a crow? Its time you proved yourself,"['Jon Snow', 'Ygritte']"
43,4,43,jon,Ygritte,"['Jon Snow', 'Ygritte']"
44,4,44,ygritte,You swore some vows I want you to break em I want you to see me,"['Jon Snow', 'Ygritte']"
45,4,45,ygritte,All of me,"['Jon Snow', 'Ygritte']"
46,4,46,jon,We shouldnt,"['Jon Snow', 'Ygritte']"
47,4,47,ygritte,We should,"['Jon Snow', 'Ygritte']"
48,4,48,ygritte,"Why are you still dressed? You know nothing, Jon Sno-","['Jon Snow', 'Ygritte']"
49,4,49,ygritte,That thing you did with your mouth is that what lords do to their ladies in the South?,"['Jon Snow', 'Ygritte']"
50,4,50,jon,I dont know I just wanted to kiss you there is all,"['Jon Snow', 'Ygritte']"
51,4,51,ygritte,Hmm,"['Jon Snow', 'Ygritte']"
52,4,52,jon,You seemed to like it,"['Jon Snow', 'Ygritte']"
53,4,53,ygritte,"Aye, I liked it some Who taught you that?","['Jon Snow', 'Ygritte']"
54,4,54,jon,Theres been no one else Only you,"['Jon Snow', 'Ygritte']"
55,4,55,ygritte,A maid You were a maid,"['Jon Snow', 'Ygritte']"
56,4,56,jon,I was a man of the Nights Watch How about you? Were you a maid?,"['Jon Snow', 'Ygritte']"
57,4,57,ygritte,What do you think?,"['Jon Snow', 'Ygritte']"
58,4,58,jon,Who was he?,"['Jon Snow', 'Ygritte']"
59,4,59,ygritte,"Just a boy He came trading with his brothers He had red hair like me Kissed by fire But he was weak Not like you That was the first one Then there was this Thenn boy Spoke no Common, but gods, he was built like a mammoth","['Jon Snow', 'Ygritte']"
60,4,60,jon,"Yeah, thanks I think Ive heard enough Wed best get back Tormund-","['Jon Snow', 'Ygritte']"
61,4,61,ygritte,Im not done with you yet,"['Jon Snow', 'Ygritte']"
62,4,62,ygritte,How longs it been since you had a bath?,"['Jon Snow', 'Ygritte']"
63,4,63,ygritte,"Lets not go back Lets stay here a while longer I dont ever want to leave this cave, Jon Snow Not ever","['Jon Snow', 'Ygritte']"
64,4,64,sandor,I want my gold,"['Jon Snow', 'Ygritte']"
65,5,65,sandor,Piss on that! Youre nothing but thieves,"['Beric Dondarrion', 'Thoros of Myr', 'Sandor Clegane', 'Anguy', 'Arya Stark', 'Gendry']"
66,5,66,anguy,Were outlaws Outlaws steal Youre lucky we didnt kill you,"['Beric Dondarrion', 'Thoros of Myr', 'Sandor Clegane', 'Anguy', 'Arya Stark', 'Gendry']"
67,5,67,sandor,"Come try it, archer Ill shove those arrows up your ass","['Beric Dondarrion', 'Thoros of Myr', 'Sandor Clegane', 'Anguy', 'Arya Stark', 'Gendry']"
68,5,68,arya,You cant let him go Hes a murderer Hes guilty,"['Beric Dondarrion', 'Thoros of Myr', 'Sandor Clegane', 'Anguy', 'Arya Stark', 'Gendry']"
69,5,69,beric,Not in the eyes of god,"['Beric Dondarrion', 'Thoros of Myr', 'Sandor Clegane', 'Anguy', 'Arya Stark', 'Gendry']"
70,5,70,arya,You cant,"['Beric Dondarrion', 'Thoros of Myr', 'Sandor Clegane', 'Anguy', 'Arya Stark', 'Gendry']"
71,5,71,beric,Enough! The judgment isnt ours to make,"['Beric Dondarrion', 'Thoros of Myr', 'Sandor Clegane', 'Anguy', 'Arya Stark', 'Gendry']"
72,5,72,beric,"Go in peace, Sandor Clegane The Lord of Light isnt done with you yet","['Beric Dondarrion', 'Thoros of Myr', 'Sandor Clegane', 'Anguy', 'Arya Stark', 'Gendry']"
73,5,73,man,Riders coming through,"['Beric Dondarrion', 'Thoros of Myr', 'Sandor Clegane', 'Anguy', 'Arya Stark', 'Gendry']"
74,6,74,man,ingslayer,"['Locke', 'Brienne of Tarth', 'Jaime Lannister', 'Roose Bolton']"
75,6,75,man,Down,"['Locke', 'Brienne of Tarth', 'Jaime Lannister', 'Roose Bolton']"
76,6,76,locke,"On your knees Lord Bolton, I give you the Kingslayer","['Locke', 'Brienne of Tarth', 'Jaime Lannister', 'Roose Bolton']"
77,6,77,roose bolton,"Pick him up, Locke","['Locke', 'Brienne of Tarth', 'Jaime Lannister', 'Roose Bolton']"
78,6,78,roose bolton,Youve lost a hand,"['Locke', 'Brienne of Tarth', 'Jaime Lannister', 'Roose Bolton']"
79,6,79,locke,"No, my lord, he has it here","['Locke', 'Brienne of Tarth', 'Jaime Lannister', 'Roose Bolton']"
80,6,80,roose bolton,Take this away,"['Locke', 'Brienne of Tarth', 'Jaime Lannister', 'Roose Bolton']"
81,6,81,locke,Send it to his father?,"['Locke', 'Brienne of Tarth', 'Jaime Lannister', 'Roose Bolton']"
82,6,82,roose bolton,Youll hold your tongue unless you want to lose it,"['Locke', 'Brienne of Tarth', 'Jaime Lannister', 'Roose Bolton']"
83,6,83,roose bolton,"Cut her free Apologies, my lady Youre under my protection now","['Locke', 'Brienne of Tarth', 'Jaime Lannister', 'Roose Bolton']"
84,6,84,brienne,"Thank you, my lord","['Locke', 'Brienne of Tarth', 'Jaime Lannister', 'Roose Bolton']"
85,6,85,roose bolton,Find suitable rooms for our guests Well speak later,"['Locke', 'Brienne of Tarth', 'Jaime Lannister', 'Roose Bolton']"
86,6,86,jaime,Lord Bolton,"['Locke', 'Brienne of Tarth', 'Jaime Lannister', 'Roose Bolton']"
87,6,87,jaime,Is there word from the capital?,"['Locke', 'Brienne of Tarth', 'Jaime Lannister', 'Roose Bolton']"
88,6,88,roose bolton,You havent heard? Stannis Baratheon laid siege to Kings Landing Sailed into Blackwater Bay Stormed the gates with thousands of men And your sister How can I put this? Your sister is alive and well Your fathers forces prevailed,"['Locke', 'Brienne of Tarth', 'Jaime Lannister', 'Roose Bolton']"
89,6,89,roose,Ser Jaime isnt well Take him to Qyburn,"['Locke', 'Brienne of Tarth', 'Jaime Lannister', 'Roose Bolton']"
90,7,90,jaime,Will I die?,"['Qyburn', 'Jaime Lannister']"
91,7,91,qyburn,No The corruption has spread I fear it must be cut away The safest course would be to take the whole arm off,"['Qyburn', 'Jaime Lannister']"
92,7,92,jaime,Then youll die Youre no maester Wheres your chain?,"['Qyburn', 'Jaime Lannister']"
