,0,1,2,3,4
0,1,0,old nan,The little Lords been dreaming again,"['Bran Stark', 'Summer', 'Old Nan', 'Theon Greyjoy', 'Hodor']"
1,1,1,theon,We have visitors,"['Bran Stark', 'Summer', 'Old Nan', 'Theon Greyjoy', 'Hodor']"
2,1,2,bran,I dont want to see anyone,"['Bran Stark', 'Summer', 'Old Nan', 'Theon Greyjoy', 'Hodor']"
3,1,3,theon,"Really? If I was cooped up all day with no one but this old bat for company, Id go mad Anyway, you dont have a choice Robbs waiting","['Bran Stark', 'Summer', 'Old Nan', 'Theon Greyjoy', 'Hodor']"
4,1,4,bran,I dont want to go,"['Bran Stark', 'Summer', 'Old Nan', 'Theon Greyjoy', 'Hodor']"
5,1,5,theon,"Neither do I But Robbs Lord of Winterfell, which means I do what he says and you do what I say Hodor! Help Bran down the hall","['Bran Stark', 'Summer', 'Old Nan', 'Theon Greyjoy', 'Hodor']"
6,2,6,tyrion,I must say I received a slightly warmer welcome on my last visit,"['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
7,2,7,robb,Any man of the Nights Watch is welcome at Winterfell,"['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
8,2,8,tyrion,"Any man of the Nights Watch, but not I, eh, boy?","['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
9,2,9,robb,"Im not your boy, Lannister Im Lord of Winterfell while my father is away","['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
10,2,10,tyrion,Then you might learn a lords courtesy,"['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
11,2,11,tyrion,So its true Hello Bran Do you remember anything about what happened?,"['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
12,2,12,maester luwin,He has no memory of that day,"['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
13,2,13,tyrion,Curious,"['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
14,2,14,robb,Why are you here?,"['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
15,2,15,tyrion,Would your charming companion be so kind as to kneel? My neck is beginning to hurt,"['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
16,2,16,bran,"Kneel, Hodor","['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
17,2,17,tyrion,"Do you like to ride, Bran?","['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
18,2,18,bran,"Yes Well, I mean I did like to","['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
19,2,19,maester luwin,The boy has lost the use of his legs,"['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
20,2,20,tyrion,"What of it? With the right horse and saddle, even a cripple can ride","['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
21,2,21,bran,Im not a cripple,"['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
22,2,22,tyrion,Then Im not a dwarf My father will rejoice to hear it I have a gift for you Give that to your saddler Hell provide the rest You must shape the horse to the rider Start with a yearling and teach it to respond to the reins and to the boys voice,"['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
23,2,23,bran,Will I really be able to ride?,"['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
24,2,24,tyrion,You will On horseback you will be as tall as any of them,"['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
25,2,25,robb,Is this some kind of trick? Why do you want to help him?,"['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
26,2,26,tyrion,"I have a tender spot in my heart for cripples, bastards and broken things","['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
27,2,27,robb,Youve done my brother a kindness The hospitality of Winterfell is yours,"['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
28,2,28,tyrion,"Spare me your false courtesies, Lord Stark Theres a brothel outside your walls There Ill find a bed and both of us can sleep easier","['Tyrion Lannister', 'Robb Stark', 'Maester Luwin', 'Yoren', 'Grey Wind', 'Hodor', 'Bran Stark', 'Theon Greyjoy']"
29,3,29,theon,"Couldnt resist some northern ass? If you like redheads, ask for Ros","['Theon Greyjoy', 'Tyrion Lannister']"
30,3,30,tyrion,"Come to see me off, Greyjoy? Kind of you Your master doesnt seem to like Lannisters","['Theon Greyjoy', 'Tyrion Lannister']"
31,3,31,theon,Hes not my master,"['Theon Greyjoy', 'Tyrion Lannister']"
32,3,32,tyrion,"No, of course not What happened here? Where is lady Stark? Why didnt she receive me?","['Theon Greyjoy', 'Tyrion Lannister']"
33,3,33,theon,She wasnt feeling well,"['Theon Greyjoy', 'Tyrion Lannister']"
34,3,34,tyrion,"Shes not in Winterfell, is she? Where did she go?","['Theon Greyjoy', 'Tyrion Lannister']"
35,3,35,theon,My ladys whereabouts.,"['Theon Greyjoy', 'Tyrion Lannister']"
36,3,36,tyrion,"My lady? Your loyalty to your captors is touching Tell me, how do you think Balon Greyjoy would feel if he could see his only surviving son has turned lackey? I still remember seeing my fathers fleet burn in Lannisport I believe your uncles were responsible?","['Theon Greyjoy', 'Tyrion Lannister']"
37,3,37,theon,Must have been a pretty sight,"['Theon Greyjoy', 'Tyrion Lannister']"
38,3,38,tyrion,"Nothing prettier than watching sailors burn alive Yes, a great victory for your people Shame how it all turned out","['Theon Greyjoy', 'Tyrion Lannister']"
39,3,39,theon,We were outnumbered 10 to one,"['Theon Greyjoy', 'Tyrion Lannister']"
40,3,40,tyrion,"A stupid rebellion then I suppose your father realized that when your brothers died in battle Now here you are, your enemys squire","['Theon Greyjoy', 'Tyrion Lannister']"
41,3,41,theon,"Careful, Imp","['Theon Greyjoy', 'Tyrion Lannister']"
42,3,42,tyrion,"Ive offended you Forgive me, its been a rough morning Anyway, dont despair Im a constant disappointment to my own father and Ive learned to live with it Your next tumble with Ros is on me Ill try not to wear her out -","['Theon Greyjoy', 'Tyrion Lannister']"
43,4,43,jon,"Leg, shoulder, leg Left foot forward Good Now pivot as you deliver the stroke Put all your weight behind it","['Jon Snow', 'Grenn', 'Alliser Thorne', 'Samwell Tarly', 'Pypar', 'Rast']"
44,4,44,grenn,What in seven hells is that?,"['Jon Snow', 'Grenn', 'Alliser Thorne', 'Samwell Tarly', 'Pypar', 'Rast']"
45,4,45,pyp,Theyll need an eighth hell to fit him in,"['Jon Snow', 'Grenn', 'Alliser Thorne', 'Samwell Tarly', 'Pypar', 'Rast']"
46,4,46,alliser thorne,Tell them your name,"['Jon Snow', 'Grenn', 'Alliser Thorne', 'Samwell Tarly', 'Pypar', 'Rast']"
47,4,47,sam,"Samwell Tarly, of Horn Hill I mean, I was of Horn Hill Ive come to take the black","['Jon Snow', 'Grenn', 'Alliser Thorne', 'Samwell Tarly', 'Pypar', 'Rast']"
48,4,48,rast,Come to take the black pudding,"['Jon Snow', 'Grenn', 'Alliser Thorne', 'Samwell Tarly', 'Pypar', 'Rast']"
49,4,49,alliser thorne,"Well, you couldnt be any worse than you look See what he can do","['Jon Snow', 'Grenn', 'Alliser Thorne', 'Samwell Tarly', 'Pypar', 'Rast']"
50,4,50,sam,"I yield Please, no more","['Jon Snow', 'Grenn', 'Alliser Thorne', 'Samwell Tarly', 'Pypar', 'Rast']"
51,4,51,alliser thorne,"On your feet Pick up your sword Hit him till he finds his feet It seems theyve run short of poachers and thieves down south Now they send us squealing bloody pigs Again, harder","['Jon Snow', 'Grenn', 'Alliser Thorne', 'Samwell Tarly', 'Pypar', 'Rast']"
52,4,52,jon,Enough! He yielded,"['Jon Snow', 'Grenn', 'Alliser Thorne', 'Samwell Tarly', 'Pypar', 'Rast']"
