,0,1,2,3,4
0,1,0,edmure,"If I may, nephew, I encountered a situation with one of my lieutenants at the Stone Mill which may have some bearing-","['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
1,1,1,brynden,Why dont you shut your mouth about that damned mill? And dont call him nephew He is your king,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
2,1,2,edmure,Robb knows I meant him no disr-,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
3,1,3,brynden,Youre lucky Im not your king I wouldnt let you wave your blunders around like a victory flag,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
4,1,4,edmure,"My blunder sent Tywins mad scurrying back to Casterly Rock with his tail between his legs I think King Robb understands were not gonna win this war if hes the only one winning any battles No, theres glory enough to go around","['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
5,1,5,robb,Its not about glory Your instructions were to wait for him to come to you,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
6,1,6,edmure,I seized an opportunity,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
7,1,7,robb,What value was the mill?,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
8,1,8,edmure,The Mountain was garrisoned across the river from it,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
9,1,9,robb,Is he there now? Of course not,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
10,1,10,edmure,We took the fight to him He could not withstand us,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
11,1,11,robb,"I wanted to draw the Mountain into the west, into our country where we could surround him and kill him I wanted him to chase us, which he would have done because he is a mad without a strategic thought in his head I could have that head on a spike by now Instead, I have a mill","['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
12,1,12,edmure,We took hostages Willem Lannister Martyn Lannister,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
13,1,13,robb,Willem and Martyn Lannister are 14 years old,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
14,1,14,brynden,"Martyn is 15, I believe","['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
15,1,15,robb,Tywin Lannister has my sisters Have I sued for peace?,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
16,1,16,edmure,No,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
17,1,17,robb,Do you think hell sue for peace because we have his fathers brothers great-grandsons?,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
18,1,18,edmure,No,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
19,1,19,robb,How many men did you lose?,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
20,1,20,edmure,"But for every man we lost, the Lannisters-","['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
21,1,21,robb,We need our men more than Tywin needs his,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
22,1,22,edmure,Im sorry I didnt know,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
23,1,23,robb,You would have Right here today at this gathering if you had been patient,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
24,1,24,brynden,We seem to be running short of patience here,"['Robb Stark', 'Brynden Tully', 'Edmure Tully']"
25,2,25,tyrion,Intimate Lovely table Better chairs than the old small council chamber Conveniently close to your own quarters I like it,"['Tywin Lannister', 'Grand Maester Pycelle', 'Petyr Baelish', 'Lord Varys', 'Tyrion Lannister', 'Cersei Lannister']"
26,2,26,tywin,What news of Jaime?,"['Tywin Lannister', 'Grand Maester Pycelle', 'Petyr Baelish', 'Lord Varys', 'Tyrion Lannister', 'Cersei Lannister']"
27,2,27,tywin,"20,000 unwashed northerns have known about his escape for weeks Collectively, you control more spies and informants than the rest of the world combined Do you mean to tell me that none of you has any notion of where he is?","['Tywin Lannister', 'Grand Maester Pycelle', 'Petyr Baelish', 'Lord Varys', 'Tyrion Lannister', 'Cersei Lannister']"
28,2,28,varys,"We are trying, my lord","['Tywin Lannister', 'Grand Maester Pycelle', 'Petyr Baelish', 'Lord Varys', 'Tyrion Lannister', 'Cersei Lannister']"
29,2,29,tywin,"Try harder What do we have, then?","['Tywin Lannister', 'Grand Maester Pycelle', 'Petyr Baelish', 'Lord Varys', 'Tyrion Lannister', 'Cersei Lannister']"
30,2,30,varys,"Robb Stark and most of his bannermen are in Riverrun for the funeral of his grandfather Lord Hoster Tully In Starks absence, Roose Bolton holds Harrenhal, which would seem to make him Lord of Harrenhal, in practice if not in name","['Tywin Lannister', 'Grand Maester Pycelle', 'Petyr Baelish', 'Lord Varys', 'Tyrion Lannister', 'Cersei Lannister']"
31,2,31,tywin,"Well, let him have it The name suits our purposes far more than that useless pile of rubble The Lord of Harrenhal will make a worthy suitor for the widow Arryn","['Tywin Lannister', 'Grand Maester Pycelle', 'Petyr Baelish', 'Lord Varys', 'Tyrion Lannister', 'Cersei Lannister']"
32,2,32,littlefinger,"For which I am extremely grateful to you, my lord Lady Arryn and I have known each other since we were children She has always been positively predisposed toward me","['Tywin Lannister', 'Grand Maester Pycelle', 'Petyr Baelish', 'Lord Varys', 'Tyrion Lannister', 'Cersei Lannister']"
33,2,33,pycelle,A successful courtship would make Lord Baelish acting Lord of the Vale,"['Tywin Lannister', 'Grand Maester Pycelle', 'Petyr Baelish', 'Lord Varys', 'Tyrion Lannister', 'Cersei Lannister']"
34,2,34,littlefinger,Titles do seem to breed titles,"['Tywin Lannister', 'Grand Maester Pycelle', 'Petyr Baelish', 'Lord Varys', 'Tyrion Lannister', 'Cersei Lannister']"
35,2,35,tywin,Youll leave for the Eyrie as soon as possible and bring Lysa Arryn into the fold Then the young wolf can add his own aunt to the list of people who have taken up arms against him,"['Tywin Lannister', 'Grand Maester Pycelle', 'Petyr Baelish', 'Lord Varys', 'Tyrion Lannister', 'Cersei Lannister']"
36,2,36,tyrion,"Far be it from me to hinder true love, but Lord Baelishs absence would present certain problems The royal wedding may end up being the most expensive event in living memory Summer has ended, hard days lie ahead Not a good time to leave the crowns finances unattended","['Tywin Lannister', 'Grand Maester Pycelle', 'Petyr Baelish', 'Lord Varys', 'Tyrion Lannister', 'Cersei Lannister']"
37,2,37,tywin,Fully agreed Which is why Im naming you new Master of Coin,"['Tywin Lannister', 'Grand Maester Pycelle', 'Petyr Baelish', 'Lord Varys', 'Tyrion Lannister', 'Cersei Lannister']"
38,2,38,tyrion,Master of Coin?,"['Tywin Lannister', 'Grand Maester Pycelle', 'Petyr Baelish', 'Lord Varys', 'Tyrion Lannister', 'Cersei Lannister']"
39,2,39,tywin,It would appear to be a position that best suits your talents,"['Tywin Lannister', 'Grand Maester Pycelle', 'Petyr Baelish', 'Lord Varys', 'Tyrion Lannister', 'Cersei Lannister']"
40,2,40,tyrion,"Im quite good at spending money, but a lifetime of outrageous wealth hasnt taught me much about managing it","['Tywin Lannister', 'Grand Maester Pycelle', 'Petyr Baelish', 'Lord Varys', 'Tyrion Lannister', 'Cersei Lannister']"
41,2,41,cersei,I have no doubt you will prove equal to this challenge,"['Tywin Lannister', 'Grand Maester Pycelle', 'Petyr Baelish', 'Lord Varys', 'Tyrion Lannister', 'Cersei Lannister']"
42,2,42,pycelle,"Hear, hear","['Tywin Lannister', 'Grand Maester Pycelle', 'Petyr Baelish', 'Lord Varys', 'Tyrion Lannister', 'Cersei Lannister']"
43,3,43,men,"He lifted her high in the air He sniffed and roared and smelled her there She kicked and wailed, a maid so fair But he licked the honey from her hair From there to here, from here to there All black and brown and covered with hair He smelled that girl in the summer air The bear, the bear and the maiden fair",['Locke']
44,4,44,jaime,"I hope youre pleased If you had armed me, they never would have taken us","['Locke', 'Brienne of Tarth', 'Jaime Lannister']"
45,4,45,brienne,You were armed when we were taken,"['Locke', 'Brienne of Tarth', 'Jaime Lannister']"
46,4,46,jaime,I was in chains if you recall Our little match would have ended quite quick if my hands werent bound,"['Locke', 'Brienne of Tarth', 'Jaime Lannister']"
47,4,47,brienne,"All my life Ive been hearing, Jaime Lannister, what a brilliant swordsman You were slower than I expected And more predictable","['Locke', 'Brienne of Tarth', 'Jaime Lannister']"
48,4,48,jaime,Ive been sitting in a muddy pen wrapped in chains for the past year,"['Locke', 'Brienne of Tarth', 'Jaime Lannister']"
49,4,49,brienne,And Im a woman I was still beating you,"['Locke', 'Brienne of Tarth', 'Jaime Lannister']"
50,4,50,jaime,You were not beating me,"['Locke', 'Brienne of Tarth', 'Jaime Lannister']"
51,4,51,brienne,Maybe you were as good as people said once Or maybe people just love to overpraise a famous name,"['Locke', 'Brienne of Tarth', 'Jaime Lannister']"
52,4,52,jaime,"When we make camp tonight, youll be raped More than once None of these fellows have ever been with a noblewoman Youd be wise not to resist","['Locke', 'Brienne of Tarth', 'Jaime Lannister']"
53,4,53,brienne,Would I?,"['Locke', 'Brienne of Tarth', 'Jaime Lannister']"
