,0,1,2,3,4
0,0,0,guard,Its got to be the Mountain Hes the biggest Hes the strongest,"['Rennick', 'Lannister Guard', 'Grey Wind']"
1,0,1,rennick,Bulls are bigger than lions Doesnt mean Id pick a bull in a fight,"['Rennick', 'Lannister Guard', 'Grey Wind']"
2,0,2,guard,"If the bull had fangs and claws, I would Right, the Mountain or our man Jaime","['Rennick', 'Lannister Guard', 'Grey Wind']"
3,0,3,rennick,If he ever gets out,"['Rennick', 'Lannister Guard', 'Grey Wind']"
4,0,4,guard,Loras Tyrell?,"['Rennick', 'Lannister Guard', 'Grey Wind']"
5,0,5,rennick,Loras Tyrell Hes prettier than the Queen,"['Rennick', 'Lannister Guard', 'Grey Wind']"
6,0,6,guard,I dont care about pretty Hes better with a sword than any of them,"['Rennick', 'Lannister Guard', 'Grey Wind']"
7,0,7,rennick,"How good could he be? Hes been stabbing Renly Baratheon for years, and Renly aint dead","['Rennick', 'Lannister Guard', 'Grey Wind']"
8,0,8,rennick,The horses seem a little spooked to you? Theyre horses,"['Rennick', 'Lannister Guard', 'Grey Wind']"
9,0,9,guard,They get spooked by their own shadows,"['Rennick', 'Lannister Guard', 'Grey Wind']"
10,0,10,rennick,Shh Do you hear that?,"['Rennick', 'Lannister Guard', 'Grey Wind']"
11,0,11,guard,No,"['Rennick', 'Lannister Guard', 'Grey Wind']"
12,0,12,rennick,Theres something out there,"['Rennick', 'Lannister Guard', 'Grey Wind']"
13,0,13,guard,"Oh Oh, youre a right little prick You should see your face","['Rennick', 'Lannister Guard', 'Grey Wind']"
14,0,14,rennick,"I swear you pissed yourself Oh, who goes there? Ahh!","['Rennick', 'Lannister Guard', 'Grey Wind']"
15,0,15,guard,There is something out there,"['Rennick', 'Lannister Guard', 'Grey Wind']"
16,0,16,rennick,"Yeah, dont even try me","['Rennick', 'Lannister Guard', 'Grey Wind']"
17,0,17,guard,Rennick,"['Rennick', 'Lannister Guard', 'Grey Wind']"
18,0,18,rennick,Do you think Im an idiot?,"['Rennick', 'Lannister Guard', 'Grey Wind']"
19,0,19,guard,Rennick,"['Rennick', 'Lannister Guard', 'Grey Wind']"
20,1,20,man,King in the North,['Robb Stark']
21,1,21,men,ing in the North,['Robb Stark']
22,2,22,roose,Five Lannisters dead for every one of ours Theyre dead Take everything theyve got Weve nowhere to keep all these prisoners Barely enough food to feed our own,"['Rennick', 'Robb Stark', 'Roose Bolton']"
23,2,23,robb,"Were not executing prisoners, Lord Bolton","['Rennick', 'Robb Stark', 'Roose Bolton']"
24,2,24,roose,"Of course, Your Grace The officers will be useful Some of them may be privy to Tywin Lannisters plans","['Rennick', 'Robb Stark', 'Roose Bolton']"
25,2,25,robb,I doubt it,"['Rennick', 'Robb Stark', 'Roose Bolton']"
26,2,26,roose,"Well, well learn soon enough In my family, we say, A naked man has few secrets A flayed man none","['Rennick', 'Robb Stark', 'Roose Bolton']"
27,2,27,robb,My father outlawed flaying in the North,"['Rennick', 'Robb Stark', 'Roose Bolton']"
28,2,28,roose,Were not in the North,"['Rennick', 'Robb Stark', 'Roose Bolton']"
29,2,29,robb,Were not torturing them,"['Rennick', 'Robb Stark', 'Roose Bolton']"
30,2,30,roose,"The high roads very pretty, but youll have a hard time marching your army down it","['Rennick', 'Robb Stark', 'Roose Bolton']"
31,2,31,robb,The Lannisters hold prisoners of their own I wont give them an excuse to abuse my sisters,"['Rennick', 'Robb Stark', 'Roose Bolton']"
32,3,32,wounded soldier,"No, dont! Dont! Please","['Talisa Maegyr', 'Wounded Lannister Soldier']"
33,3,33,shhh talisa,The rots set in,"['Talisa Maegyr', 'Wounded Lannister Soldier']"
34,3,34,wounded soldier,"No, dont! No, dont","['Talisa Maegyr', 'Wounded Lannister Soldier']"
35,3,35,talisa,Shh,"['Talisa Maegyr', 'Wounded Lannister Soldier']"
36,3,36,wounded soldier,"Please, dont! Itll get better It doesnt even hurt","['Talisa Maegyr', 'Wounded Lannister Soldier']"
