,0,1,2,3,4
0,4,0,will,"I've never seen wildlings do a thing like this I've never seen a thing like this, not ever in my life","['Gared', 'Waymar Royce', 'Will']"
1,4,1,waymar royce,How close did you get?,"['Gared', 'Waymar Royce', 'Will']"
2,4,2,will,Close as any man would,"['Gared', 'Waymar Royce', 'Will']"
3,4,3,gared,We should head back to the wall,"['Gared', 'Waymar Royce', 'Will']"
4,4,4,royce,Do the dead frighten you?,"['Gared', 'Waymar Royce', 'Will']"
5,4,5,gared,Our orders were to track the wildlings We tracked them They won't trouble us no more,"['Gared', 'Waymar Royce', 'Will']"
6,4,6,royce,You don't think he'll ask us how they died? Get back on your horse,"['Gared', 'Waymar Royce', 'Will']"
7,4,7,will,Whatever did it to them could do it to us They even killed the children,"['Gared', 'Waymar Royce', 'Will']"
8,4,8,royce,"It's a good thing we're not children You want to run away south, run away Of course, they will behead you as a deserter If I don't catch you first Get back on your horse I won't say it again","['Gared', 'Waymar Royce', 'Will']"
9,4,9,royce,Your dead men seem to have moved camp,"['Gared', 'Waymar Royce', 'Will']"
10,4,10,will,They were here,"['Gared', 'Waymar Royce', 'Will']"
11,4,11,gared,See where they went,"['Gared', 'Waymar Royce', 'Will']"
12,8,12,royce,What is it?,"['Gared', 'Waymar Royce', 'White Walker']"
13,8,13,gared,It's,"['Gared', 'Waymar Royce', 'White Walker']"
14,12,14,jon,Go on Father's watching,"['Will', 'Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Rickon Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy', 'Rodrik Cassel', 'Septa Mordane']"
15,12,15,jon,And your mother,"['Will', 'Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Rickon Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy', 'Rodrik Cassel', 'Septa Mordane']"
16,12,16,septa mordane,"Fine work, as always Well done","['Will', 'Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Rickon Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy', 'Rodrik Cassel', 'Septa Mordane']"
17,12,17,sansa,Thank you,"['Will', 'Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Rickon Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy', 'Rodrik Cassel', 'Septa Mordane']"
18,12,18,septa mordane,I love the detail that you've managed to get in this corners Quite beautiful the stitching,"['Will', 'Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Rickon Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy', 'Rodrik Cassel', 'Septa Mordane']"
19,12,19,ned,"And which one of you was a marksman at ten? Keep practicing, Bran Go on","['Will', 'Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Rickon Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy', 'Rodrik Cassel', 'Septa Mordane']"
20,12,20,jon,"Don't think too much, Bran","['Will', 'Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Rickon Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy', 'Rodrik Cassel', 'Septa Mordane']"
21,12,21,robb,Relax your bow arm JON,"['Will', 'Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Rickon Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy', 'Rodrik Cassel', 'Septa Mordane']"
22,12,22,robb,"Quick, Bran, faster","['Will', 'Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Rickon Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy', 'Rodrik Cassel', 'Septa Mordane']"
