,0,1,2,3,4
0,0,0,jorah,"You need to drink, child And eat","['Jorah Mormont', 'Daenerys Targaryen', 'Khal Drogo', 'Viserys Targaryen', 'Doreah', 'Irri', 'Jhiqui']"
1,0,1,daenerys,Isnt there anything else?,"['Jorah Mormont', 'Daenerys Targaryen', 'Khal Drogo', 'Viserys Targaryen', 'Doreah', 'Irri', 'Jhiqui']"
2,0,2,jorah,"The Dothraki have two things in abundance grass and horses People cant live on grass In the Shadow Lands beyond Asshai, they say there are fields of ghost grass with stalks as pale as milk that glow in the night It murders all other grass The Dothraki believe that one day it will cover everything Thats the way the world will end Itll get easier","['Jorah Mormont', 'Daenerys Targaryen', 'Khal Drogo', 'Viserys Targaryen', 'Doreah', 'Irri', 'Jhiqui']"
3,0,3,doreah,Khaleesi,"['Jorah Mormont', 'Daenerys Targaryen', 'Khal Drogo', 'Viserys Targaryen', 'Doreah', 'Irri', 'Jhiqui']"
4,0,4,irri,Your hands,"['Jorah Mormont', 'Daenerys Targaryen', 'Khal Drogo', 'Viserys Targaryen', 'Doreah', 'Irri', 'Jhiqui']"
5,0,5,jorah,"Were still not far from Pentos, your Grace Magister Illyrio has extended his hospitality Youd be more comfortable there","['Jorah Mormont', 'Daenerys Targaryen', 'Khal Drogo', 'Viserys Targaryen', 'Doreah', 'Irri', 'Jhiqui']"
6,0,6,viserys,I have no interest in hospitality or comfort Ill stay with Drogo until he fulfils his end of the bargain and I have my crown,"['Jorah Mormont', 'Daenerys Targaryen', 'Khal Drogo', 'Viserys Targaryen', 'Doreah', 'Irri', 'Jhiqui']"
7,0,7,jorah,"As you wish, your Grace","['Jorah Mormont', 'Daenerys Targaryen', 'Khal Drogo', 'Viserys Targaryen', 'Doreah', 'Irri', 'Jhiqui']"
8,0,8,viserys,"Well, Mormont, as brutish as this life is, I suppose it is preferable to beheading What did Ned Stark want you for? Buying from a slaver?","['Jorah Mormont', 'Daenerys Targaryen', 'Khal Drogo', 'Viserys Targaryen', 'Doreah', 'Irri', 'Jhiqui']"
9,0,9,jorah,Selling to one Some poachers I caught on my land,"['Jorah Mormont', 'Daenerys Targaryen', 'Khal Drogo', 'Viserys Targaryen', 'Doreah', 'Irri', 'Jhiqui']"
