,0,1,2,3,4
0,0,0,tyrion,Pod! Find Bronn or Varys Tell them I am here with Maester Pycelle Tell them I am very much alive,"['Tyrion Lannister', 'Grand Maester Pycelle', 'Podrick Payne']"
1,0,1,podrick,"Yes, my lord","['Tyrion Lannister', 'Grand Maester Pycelle', 'Podrick Payne']"
2,1,2,pycelle,Would you like something for the pain?,"['Tyrion Lannister', 'Grand Maester Pycelle']"
3,1,3,tyrion,What happened?,"['Tyrion Lannister', 'Grand Maester Pycelle']"
4,1,4,pycelle,The murderer and traitor Stannis Baratheon suffered a stunning defeat at the hands of your father,"['Tyrion Lannister', 'Grand Maester Pycelle']"
5,1,5,tyrion,Where am I?,"['Tyrion Lannister', 'Grand Maester Pycelle']"
6,1,6,pycelle,"These are your new chambers A little cramped, perhaps, but you dont need much room, do you? You are no longer Hand of the King","['Tyrion Lannister', 'Grand Maester Pycelle']"
7,1,7,pycelle,"Oh, For your trouble","['Tyrion Lannister', 'Grand Maester Pycelle']"
8,2,8,joffrey,"I, Joffrey of the House Baratheon, first of my name, the rightful King of the Andals and the First Men, Lord of the Seven Kingdoms and Protector of the Realm, do hereby proclaim my grandfather, Tywin Lannister, the savior of the city and the Hand of the King","['Tywin Lannister', 'Joffrey Baratheon', 'Sansa Stark', 'Cersei Lannister', 'Lord Varys', 'Petyr Baelish', 'Margaery Tyrell', 'Loras Tyrell', 'Grand Maester Pycelle']"
9,2,9,tywin,"Thank you, Your Grace","['Tywin Lannister', 'Joffrey Baratheon', 'Sansa Stark', 'Cersei Lannister', 'Lord Varys', 'Petyr Baelish', 'Margaery Tyrell', 'Loras Tyrell', 'Grand Maester Pycelle']"
10,2,10,joffrey,"Lord Petyr Baelish, step forward","['Tywin Lannister', 'Joffrey Baratheon', 'Sansa Stark', 'Cersei Lannister', 'Lord Varys', 'Petyr Baelish', 'Margaery Tyrell', 'Loras Tyrell', 'Grand Maester Pycelle']"
11,3,11,joffrey,"For your good service and ingenuity in uniting the Houses of Lannister and Tyrell, I declare that you shall be granted the castle of Harrenhal with all its attendant lands and incomes to be held by your sons and grandsons from this day until the end of time","['Joffrey Baratheon', 'Sansa Stark', 'Cersei Lannister', 'Lord Varys', 'Petyr Baelish', 'Margaery Tyrell', 'Loras Tyrell', 'Grand Maester Pycelle']"
12,3,12,littlefinger,"You honor me beyond words, Your Grace I shall have to acquire some sons and grandsons","['Joffrey Baratheon', 'Sansa Stark', 'Cersei Lannister', 'Lord Varys', 'Petyr Baelish', 'Margaery Tyrell', 'Loras Tyrell', 'Grand Maester Pycelle']"
13,3,13,the crowd laughs joffrey,Ser Loras Tyrell,"['Joffrey Baratheon', 'Sansa Stark', 'Cersei Lannister', 'Lord Varys', 'Petyr Baelish', 'Margaery Tyrell', 'Loras Tyrell', 'Grand Maester Pycelle']"
14,3,14,jofffrey,"Your house has come to our aid The whole realm is in your debt, none more so than I If your family would ask anything of me, ask it, and it shall be yours","['Joffrey Baratheon', 'Sansa Stark', 'Cersei Lannister', 'Lord Varys', 'Petyr Baelish', 'Margaery Tyrell', 'Loras Tyrell', 'Grand Maester Pycelle']"
15,3,15,loras,"Your Grace, my sister Margaery, her husband was taken from us before She remains innocent I would ask you to find it in your heart to do us the great honor of joining our houses","['Joffrey Baratheon', 'Sansa Stark', 'Cersei Lannister', 'Lord Varys', 'Petyr Baelish', 'Margaery Tyrell', 'Loras Tyrell', 'Grand Maester Pycelle']"
16,3,16,joffrey,"Is this what you want, Lady Margaery?","['Joffrey Baratheon', 'Sansa Stark', 'Cersei Lannister', 'Lord Varys', 'Petyr Baelish', 'Margaery Tyrell', 'Loras Tyrell', 'Grand Maester Pycelle']"
17,3,17,margaery,"With all my heart, Your Grace I have come to love you from afar Tales of your courage and wisdom have never been far from my ears And those tales have taken root deep inside of me","['Joffrey Baratheon', 'Sansa Stark', 'Cersei Lannister', 'Lord Varys', 'Petyr Baelish', 'Margaery Tyrell', 'Loras Tyrell', 'Grand Maester Pycelle']"
18,3,18,joffrey,"I, too, have heard tales of your beauty and grace, but the tales do not do you justice, my lady It would be an honor to return your love, but I am promised to another A king must keep his word","['Joffrey Baratheon', 'Sansa Stark', 'Cersei Lannister', 'Lord Varys', 'Petyr Baelish', 'Margaery Tyrell', 'Loras Tyrell', 'Grand Maester Pycelle']"
19,3,19,cersei,"Your Grace, in the judgment of your Small Council, it would be neither proper nor wise for you to wed the daughter of a man beheaded for treason, a girl whose brother is in open rebellion against the throne as we speak For the good of the realm, your councilors beg you to set Sansa Stark aside","['Joffrey Baratheon', 'Sansa Stark', 'Cersei Lannister', 'Lord Varys', 'Petyr Baelish', 'Margaery Tyrell', 'Loras Tyrell', 'Grand Maester Pycelle']"
20,3,20,crowd,Margaery! We want Margaery,"['Joffrey Baratheon', 'Sansa Stark', 'Cersei Lannister', 'Lord Varys', 'Petyr Baelish', 'Margaery Tyrell', 'Loras Tyrell', 'Grand Maester Pycelle']"
21,3,21,joffrey,"I would like to heed your wishes and the wishes of my people, but I took a holy vow","['Joffrey Baratheon', 'Sansa Stark', 'Cersei Lannister', 'Lord Varys', 'Petyr Baelish', 'Margaery Tyrell', 'Loras Tyrell', 'Grand Maester Pycelle']"
22,3,22,pycelle,"Your Grace, the gods do indeed hold betrothal solemn, but your father, blessed be his memory, made this pact before the Starks revealed their falseness I have consulted with the High Septon and he assures me that their crimes against the realm free you from any promise you have made to them in the sight of the gods","['Joffrey Baratheon', 'Sansa Stark', 'Cersei Lannister', 'Lord Varys', 'Petyr Baelish', 'Margaery Tyrell', 'Loras Tyrell', 'Grand Maester Pycelle']"
23,3,23,joffrey,"The gods are good I am free to heed my heart Ser Loras, I will gladly wed your sweet sister You will be my queen and I will love you from this day until my last day","['Joffrey Baratheon', 'Sansa Stark', 'Cersei Lannister', 'Lord Varys', 'Petyr Baelish', 'Margaery Tyrell', 'Loras Tyrell', 'Grand Maester Pycelle']"
24,4,24,littlefinger,My lady My sincerest condolences,"['Sansa Stark', 'Petyr Baelish']"
25,4,25,sansa,Theyre right Im not good enough for him,"['Sansa Stark', 'Petyr Baelish']"
26,4,26,littlefinger,"You shouldnt say that Youll be good enough for many things Hell still enjoy beating you And now that youre a woman, hell be able to enjoy you in other ways as well","['Sansa Stark', 'Petyr Baelish']"
27,4,27,sansa,"But, if hes not marrying me","['Sansa Stark', 'Petyr Baelish']"
28,4,28,littlefinger,"Hell let you go home? Joffreys not the sort of boy who gives away his toys You have a tender heart, just like your mother did at your age I can see so much of her in you She was like a sister to me For her sake, Ill help get you home","['Sansa Stark', 'Petyr Baelish']"
29,4,29,sansa,Kings Landing is my home now,"['Sansa Stark', 'Petyr Baelish']"
30,4,30,littlefinger,Look around you Were all liars here And every one of us is better than you,"['Sansa Stark', 'Petyr Baelish']"
31,5,31,ros,Come in Make yourself comfortable,"['Ros', 'Lord Varys']"
32,5,32,ros,"That doesnt look very comfortable Here, watch me","['Ros', 'Lord Varys']"
33,5,33,varys,"No need for that, my dear","['Ros', 'Lord Varys']"
34,5,34,ros,You sure? Most men like what they see,"['Ros', 'Lord Varys']"
35,5,35,varys,Im not like most men,"['Ros', 'Lord Varys']"
36,5,36,ros,Thats what most men say,"['Ros', 'Lord Varys']"
37,5,37,ros,"If you dont want what most men want, then youd better tell me what youd like me to do","['Ros', 'Lord Varys']"
38,5,38,varys,I would like you to tell me if working for Lord Baelish has been all youd hoped it would be,"['Ros', 'Lord Varys']"
39,5,39,ros,Have we met?,"['Ros', 'Lord Varys']"
40,5,40,varys,You wouldnt remember me if we had?,"['Ros', 'Lord Varys']"
41,5,41,ros,I meet a lot of men,"['Ros', 'Lord Varys']"
42,5,42,varys,And I think you remember all of them I think your true talents are wasted on them,"['Ros', 'Lord Varys']"
43,5,43,ros,"Youre very kind, my lord Allow me to return the favor","['Ros', 'Lord Varys']"
44,5,44,varys,Youre afraid Why? Nothing dangerous down there,"['Ros', 'Lord Varys']"
45,5,45,ros,I know who you are,"['Ros', 'Lord Varys']"
46,5,46,varys,"And, unlike your current employer, I protect those who work for me I dont abuse them to satisfy royal whims or force them to abuse each other","['Ros', 'Lord Varys']"
47,5,47,ros,How do you know about that?,"['Ros', 'Lord Varys']"
48,5,48,varys,I thought you said you knew who I was,"['Ros', 'Lord Varys']"
49,5,49,ros,"What can I do for you, Lord Varys?","['Ros', 'Lord Varys']"
50,5,50,varys,Littlefinger looks at you and sees a collection of profitable holes I see a potential partner,"['Ros', 'Lord Varys']"
51,5,51,ros,Im afraid of him,"['Ros', 'Lord Varys']"
52,5,52,varys,"Oh, you should be Hes a dangerous man But everyone has their weaknesses Your current employer hides his very well, but not as well as he thinks","['Ros', 'Lord Varys']"
53,6,53,jaime,"Youre a virgin, I take it?","['Brienne of Tarth', 'Jaime Lannister']"
54,6,54,brienne,Walk,"['Brienne of Tarth', 'Jaime Lannister']"
55,6,55,jaime,"Childhood must have been awful for you Were you a foot taller than all the boys? They laughed at you, called you names? Some boys like a challenge One or two must have tried to get inside Big Brienne","['Brienne of Tarth', 'Jaime Lannister']"
56,6,56,brienne,One or two tried,"['Brienne of Tarth', 'Jaime Lannister']"
57,6,57,jaime,"Ah But you fought them off But maybe you wished one of them could overpower you, fling you down, tear off your clothes But none of them were strong enough Im strong enough","['Brienne of Tarth', 'Jaime Lannister']"
58,6,58,brienne,Not interested,"['Brienne of Tarth', 'Jaime Lannister']"
59,6,59,jaime,Of course you are Youd love to know what it feels like to be a woman,"['Brienne of Tarth', 'Jaime Lannister']"
60,6,60,jaime,"Ah They lay with lions Tavern girls, Id say Probably served my fathers soldiers Maybe one of them gave up a kiss and a feel Thats how they earned this The glorious work of the Northern freedom fighters Must make you proud to serve the Starks","['Brienne of Tarth', 'Jaime Lannister']"
61,6,61,brienne,I dont serve the Starks I serve Lady Catelyn,"['Brienne of Tarth', 'Jaime Lannister']"
62,6,62,jaime,Tell yourself that tonight when they swing in your dreams,"['Brienne of Tarth', 'Jaime Lannister']"
63,6,63,jaime,What are you doing?,"['Brienne of Tarth', 'Jaime Lannister']"
64,6,64,brienne,Burying them,"['Brienne of Tarth', 'Jaime Lannister']"
