,0,1,2,3,4
0,1,0,theon,"A cripple? You let a cripple escape? The boy cant walk, but somehow he slipped past you?","['Theon Greyjoy', 'Black Lorren', 'Dagmer Cleftjaw', 'Drennan']"
1,1,1,black lorren,The giant must have took him,"['Theon Greyjoy', 'Black Lorren', 'Dagmer Cleftjaw', 'Drennan']"
2,1,2,theon,"The giant? Hodor? Oh, thats all right, then You let a halfwit escape with a cripple And Rickon, too? The little one?","['Theon Greyjoy', 'Black Lorren', 'Dagmer Cleftjaw', 'Drennan']"
3,1,3,black lorren,"Gone, along with the wildling woman The one you were fucking","['Theon Greyjoy', 'Black Lorren', 'Dagmer Cleftjaw', 'Drennan']"
4,1,4,theon,Right Get the horses and the hounds,"['Theon Greyjoy', 'Black Lorren', 'Dagmer Cleftjaw', 'Drennan']"
5,2,5,man,"Come on, find the scent Where they going?","['Theon Greyjoy', 'Maester Luwin', 'Dagmer Cleftjaw']"
6,2,6,dagmer,Halt,"['Theon Greyjoy', 'Maester Luwin', 'Dagmer Cleftjaw']"
7,2,7,theon,Enjoying your first hunt?,"['Theon Greyjoy', 'Maester Luwin', 'Dagmer Cleftjaw']"
8,2,8,luwin,"So far, hunting seems very similar to riding, my lord","['Theon Greyjoy', 'Maester Luwin', 'Dagmer Cleftjaw']"
9,2,9,theon,"With hunting, theres blood at the end","['Theon Greyjoy', 'Maester Luwin', 'Dagmer Cleftjaw']"
10,2,10,luwin,Theyre little boys,"['Theon Greyjoy', 'Maester Luwin', 'Dagmer Cleftjaw']"
11,2,11,theon,"I was a little boy when I was torn away from my home and brought here So I kept my word I never ran away If I find them soon enough, I wont hurt them Well, Ill hurt them, but I wont kill them","['Theon Greyjoy', 'Maester Luwin', 'Dagmer Cleftjaw']"
12,2,12,luwin,Those boys are of far more value to you alive than dead,"['Theon Greyjoy', 'Maester Luwin', 'Dagmer Cleftjaw']"
13,2,13,theon,They have no value to me missing,"['Theon Greyjoy', 'Maester Luwin', 'Dagmer Cleftjaw']"
14,2,14,luwin,Robb will have sent a force to retake Winterfell by now,"['Theon Greyjoy', 'Maester Luwin', 'Dagmer Cleftjaw']"
15,2,15,theon,"Robbs in the Riverlands My sisters in Deepwood Motte Shell get here long before they do And Ned Stark always said 500 men could hold Winterfell again 10,000","['Theon Greyjoy', 'Maester Luwin', 'Dagmer Cleftjaw']"
16,2,16,man,We have a scent,"['Theon Greyjoy', 'Maester Luwin', 'Dagmer Cleftjaw']"
17,2,17,theon,"The hounds have the scent Come, Maester, dont look so grim Its all just a game","['Theon Greyjoy', 'Maester Luwin', 'Dagmer Cleftjaw']"
18,3,18,osha,We should have took more food,"['Osha', 'Rickon Stark', 'Hodor', 'Bran Stark', 'Summer', 'Shaggydog']"
19,3,19,bran,We couldnt risk going to the kitchens,"['Osha', 'Rickon Stark', 'Hodor', 'Bran Stark', 'Summer', 'Shaggydog']"
20,3,20,osha,Those people all love you They would have given you whatever you needed,"['Osha', 'Rickon Stark', 'Hodor', 'Bran Stark', 'Summer', 'Shaggydog']"
21,3,21,bran,"And if Theon found out, hed hang them","['Osha', 'Rickon Stark', 'Hodor', 'Bran Stark', 'Summer', 'Shaggydog']"
22,3,22,osha,The boy cant survive on walnuts,"['Osha', 'Rickon Stark', 'Hodor', 'Bran Stark', 'Summer', 'Shaggydog']"
23,3,23,rickon,Im fine,"['Osha', 'Rickon Stark', 'Hodor', 'Bran Stark', 'Summer', 'Shaggydog']"
24,3,24,osha,Weve been walking since before sunrise Eve will tire,"['Osha', 'Rickon Stark', 'Hodor', 'Bran Stark', 'Summer', 'Shaggydog']"
25,3,25,hodor,Hodor,"['Osha', 'Rickon Stark', 'Hodor', 'Bran Stark', 'Summer', 'Shaggydog']"
26,3,26,osha,"Even you, sweet giant","['Osha', 'Rickon Stark', 'Hodor', 'Bran Stark', 'Summer', 'Shaggydog']"
27,3,27,hodor,Hodor,"['Osha', 'Rickon Stark', 'Hodor', 'Bran Stark', 'Summer', 'Shaggydog']"
28,3,28,bran,"Wait, I know that farm I sent those two Winterfell orphans there","['Osha', 'Rickon Stark', 'Hodor', 'Bran Stark', 'Summer', 'Shaggydog']"
29,3,29,rickon,Jack and Billy Theyll give us some food,"['Osha', 'Rickon Stark', 'Hodor', 'Bran Stark', 'Summer', 'Shaggydog']"
30,3,30,bran,"We cant risk it If Theon tracks us here, hell torture them until he finds out where we are","['Osha', 'Rickon Stark', 'Hodor', 'Bran Stark', 'Summer', 'Shaggydog']"
31,3,31,rikon,Billy climbs a tree better than anyone,"['Osha', 'Rickon Stark', 'Hodor', 'Bran Stark', 'Summer', 'Shaggydog']"
32,3,32,osha,"Youve never seen me climb a tree, little man","['Osha', 'Rickon Stark', 'Hodor', 'Bran Stark', 'Summer', 'Shaggydog']"
33,3,33,bran,Theyll be after us with hounds,"['Osha', 'Rickon Stark', 'Hodor', 'Bran Stark', 'Summer', 'Shaggydog']"
34,3,34,osha,"We got a good start on them, but we cant outrun hounds forever","['Osha', 'Rickon Stark', 'Hodor', 'Bran Stark', 'Summer', 'Shaggydog']"
35,4,35,ygritte,Did you pull a knife on me in the night?,"['Jon Snow', 'Ygritte']"
36,4,36,ygritte,Whats the matter? Cant be the first time you pressed your bone against a womans arse,"['Jon Snow', 'Ygritte']"
37,4,37,jon,Lets move,"['Jon Snow', 'Ygritte']"
38,4,38,ygritte,"It is the first time How old are you, boy?","['Jon Snow', 'Ygritte']"
39,4,39,jon,Im a man of the Nights Watch,"['Jon Snow', 'Ygritte']"
40,4,40,ygritte,Youre a boy whos never been with a girl Dont your stones start to hurt if your bone never gets,"['Jon Snow', 'Ygritte']"
41,4,41,jon,Dont call them that,"['Jon Snow', 'Ygritte']"
42,4,42,ygritte,"What, stones? Or bone?","['Jon Snow', 'Ygritte']"
43,4,43,jon,Neither Both,"['Jon Snow', 'Ygritte']"
44,4,44,jon,Move,"['Jon Snow', 'Ygritte']"
45,5,45,ygritte,"I heard they get all swollen and bruised if you dont use them Of course, maybe thats just what the lads say when they want me feeling sorry for them As if Id feel sorry for them Are there no girl crows?","['Jon Snow', 'Ygritte']"
46,5,46,jon,"There are no women of the Nights Watch, no","['Jon Snow', 'Ygritte']"
47,5,47,ygritte,So the lads just do it with each other?,"['Jon Snow', 'Ygritte']"
48,5,48,jon,No,"['Jon Snow', 'Ygritte']"
49,5,49,ygritte,Never?,"['Jon Snow', 'Ygritte']"
50,5,50,jon,Never We swore an oath,"['Jon Snow', 'Ygritte']"
51,5,51,ygritte,"You have sheep at the Wall? With your hands, then? No wonder youre all so miserable","['Jon Snow', 'Ygritte']"
52,5,52,jon,Would you please shut up?,"['Jon Snow', 'Ygritte']"
53,5,53,ygritte,"Would you please shut up? You think youre better than me, crow Im a free woman","['Jon Snow', 'Ygritte']"
54,5,54,jon,"Youre a free woman? I might be your prisoner, but Im a free woman","['Jon Snow', 'Ygritte']"
55,5,55,jon,"If youre my prisoner, youre not a free woman Thats what prisoner means","['Jon Snow', 'Ygritte']"
56,5,56,ygritte,And you think youre free? You swore some stupid oath and now you can never touch a girl,"['Jon Snow', 'Ygritte']"
57,5,57,jon,It was my choice to say the words,"['Jon Snow', 'Ygritte']"
58,5,58,ygritte,So you dont like girls?,"['Jon Snow', 'Ygritte']"
59,5,59,jon,Of course I like girls But you chose never to touch them,"['Jon Snow', 'Ygritte']"
