,0,1,2,3,4
0,1,0,man,Yah! Yah,[]
1,2,1,man,"Go, move out","['Sandor Clegane', 'Arya Stark']"
2,2,2,frey men,ing in the North! ing in the North! he King in the North! ing in the North,"['Sandor Clegane', 'Arya Stark']"
3,2,3,frey men,ing in the North! ing in the North,"['Sandor Clegane', 'Arya Stark']"
4,3,4,frey man,Here comes the King in the North! Here comes the King in the North,"['Sandor Clegane', 'Arya Stark', 'Robb Stark', 'Grey Wind']"
5,3,5,frey men,ing in the North! ing in the North,"['Sandor Clegane', 'Arya Stark', 'Robb Stark', 'Grey Wind']"
6,3,6,frey man,Here comes,"['Sandor Clegane', 'Arya Stark', 'Robb Stark', 'Grey Wind']"
7,5,7,tyrion,Hmm Ser Eldrick Sarsfield and Lord Desmond Crakehall Ser Eldrick Sarsfield and Lord Desmond Crakehall,"['Sansa Stark', 'Tyrion Lannister', 'Shae', 'Desmond Crakehall', 'Eldrick Sarsfield']"
8,5,8,sansa,What are you doing?,"['Sansa Stark', 'Tyrion Lannister', 'Shae', 'Desmond Crakehall', 'Eldrick Sarsfield']"
9,5,9,tyrion,I have a list,"['Sansa Stark', 'Tyrion Lannister', 'Shae', 'Desmond Crakehall', 'Eldrick Sarsfield']"
10,5,10,sansa,A list of people you mean to kill?,"['Sansa Stark', 'Tyrion Lannister', 'Shae', 'Desmond Crakehall', 'Eldrick Sarsfield']"
11,5,11,tyrion,"For laughing at me? Do I look like Joffrey to you? No, death seems a bit extreme Fear of death, on the other hand-","['Sansa Stark', 'Tyrion Lannister', 'Shae', 'Desmond Crakehall', 'Eldrick Sarsfield']"
12,6,12,sansa,You should learn to ignore them,"['Sansa Stark', 'Tyrion Lannister', 'Shae']"
13,6,13,tyrion,"My lady, people have been laughing at me far longer than theyve been laughing at you Im the Halfman, the Demon Monkey, the Imp","['Sansa Stark', 'Tyrion Lannister', 'Shae']"
14,6,14,sansa,Youre a Lannister I am the disgraced daughter of the traitor Ned Stark,"['Sansa Stark', 'Tyrion Lannister', 'Shae']"
15,6,15,tyrion,The disgraced daughter and the Demon Monkey Were perfect for each other,"['Sansa Stark', 'Tyrion Lannister', 'Shae']"
16,6,16,sansa,So how should we punish them?,"['Sansa Stark', 'Tyrion Lannister', 'Shae']"
17,6,17,tyrion,Who? Whom?,"['Sansa Stark', 'Tyrion Lannister', 'Shae']"
18,6,18,sansa,Ser Eldrick Sarsfield and Lord Desmond Crakehall,"['Sansa Stark', 'Tyrion Lannister', 'Shae']"
19,6,19,tyrion,Ah I could speak to Lord Varys and learn their perversions Anyone named Desmond Crakehall must be a pervert,"['Sansa Stark', 'Tyrion Lannister', 'Shae']"
20,6,20,sansa,I hear that youre a pervert,"['Sansa Stark', 'Tyrion Lannister', 'Shae']"
21,6,21,tyrion,I am the Imp I have certain standards to maintain,"['Sansa Stark', 'Tyrion Lannister', 'Shae']"
22,6,22,sansa,"We could sheep shift Lord Desmonds bed You cut a little hole in his mattress and you stuff sheep dung inside Then you sew up the hole and make his bed again His room will stink, but he wont know where its coming from","['Sansa Stark', 'Tyrion Lannister', 'Shae']"
23,6,23,tyrion,Lady Sansa,"['Sansa Stark', 'Tyrion Lannister', 'Shae']"
24,6,24,sansa,My sister used to do that when she was angry with me And she was always angry with me,"['Sansa Stark', 'Tyrion Lannister', 'Shae']"
25,6,25,tyrion,Why sheep shift?,"['Sansa Stark', 'Tyrion Lannister', 'Shae']"
26,6,26,sansa,Thats the vulgar word for dung,"['Sansa Stark', 'Tyrion Lannister', 'Shae']"
27,6,27,tyrion,My lady-,"['Sansa Stark', 'Tyrion Lannister', 'Shae']"
28,6,28,sansa,"Well, you asked me","['Sansa Stark', 'Tyrion Lannister', 'Shae']"
29,6,29,girl,Oh! Thats him,"['Sansa Stark', 'Tyrion Lannister', 'Shae']"
30,8,30,tyrion,Killed a few puppies today?,"['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
31,8,31,joffrey,"Show him Come on, show him","['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
32,8,32,pycelle,"Oh, apologies, my lord Old fingers","['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
33,8,33,tyrion,Roslin caught a fine fat trout Her brothers gave her a pair of wolf pelts for her wedding Signed Walder Frey Is that bad poetry or is it supposed to mean something?,"['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
34,8,34,joffrey,Robb Stark is dead And his bitch mother Write back to Lord Frey Thank him for his service and command him to send Robb Starks head Im going to serve it to Sansa at my wedding feast,"['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
35,8,35,varys,"Your Grace, Lady Sansa is your aunt by marriage","['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
36,8,36,cersei,A joke Joffrey did not mean it,"['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
37,8,37,joffrey,"Yes, I did Im going to have it served to Sansa at my wedding feast","['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
38,8,38,tyrion,No She is no longer yours to torment,"['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
39,8,39,joffrey,"Everyone is mine to torment Youd do well to remember that, you little monster","['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
40,8,40,tyrion,"Oh, Im a monster Perhaps you should speak to me more softly, then Monsters are dangerous and just now kings are dying like flies","['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
41,8,41,joffrey,I could have your tongue out for saying that,"['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
42,8,42,cersei,Let him make his threats Hmm? Hes a bitter little man,"['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
43,8,43,pycelle,"Lord Tyrion should apologize immediately Unacceptable, disrespectful, and in very bad taste","['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
44,8,44,joffrey,I am the king! I will punish you,"['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
45,8,45,tywin,"Any man who must say, I am the king is no true king Ill make sure you understand that when Ive won your war for you","['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
46,8,46,joffrey,My father won the real war He killed Prince Rhaegar He took the crown while you hid under Casterly Rock,"['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
47,8,47,tywin,The king is tired See him to his chambers,"['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
48,8,48,cersei,Come along,"['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
49,8,49,joffrey,Im not tired,"['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
50,8,50,cersei,We have so much to celebrate A wedding to plan You must rest,"['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
51,8,51,tywin,"Grand Maester, perhaps some essence of nightshade to help him sleep","['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
52,8,52,joffrey,Im not tired,"['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
53,8,53,cersei,Come,"['Tyrion Lannister', 'Tywin Lannister', 'Joffrey Baratheon', 'Cersei Lannister', 'Lord Varys', 'Grand Maester Pycelle']"
54,9,54,tywin,Not you,"['Tyrion Lannister', 'Tywin Lannister', 'Lord Varys']"
55,9,55,tyrion,You just sent the most powerful man in Westeros to bed without his supper,"['Tyrion Lannister', 'Tywin Lannister', 'Lord Varys']"
56,9,56,tywin,Youre a fool if you believe hes the most powerful man in Westeros,"['Tyrion Lannister', 'Tywin Lannister', 'Lord Varys']"
57,10,57,tyrion,A treasonous statement Joffrey is king,"['Tyrion Lannister', 'Tywin Lannister']"
58,10,58,tywin,You really think a crown gives you power?,"['Tyrion Lannister', 'Tywin Lannister']"
59,10,59,tyrion,No I think armies give you power,"['Tyrion Lannister', 'Tywin Lannister']"
60,10,60,tywin,Mm-hmm,"['Tyrion Lannister', 'Tywin Lannister']"
61,10,61,tyrion,"Robb Stark had one, never lost a battle, and you defeated him all the same","['Tyrion Lannister', 'Tywin Lannister']"
62,10,62,tywin,Mm-hmm,"['Tyrion Lannister', 'Tywin Lannister']"
63,10,63,tyrion,"Oh, I know Walder Frey gets all the credit Or the blame, I suppose, depending on your allegiance Walder Frey is many things, but a brave man? No He never would have risked such an action if he didnt have certain assurances","['Tyrion Lannister', 'Tywin Lannister']"
64,10,64,tywin,Which he got from me Do you disapprove?,"['Tyrion Lannister', 'Tywin Lannister']"
65,10,65,tyrion,Im all for cheating This is war,"['Tyrion Lannister', 'Tywin Lannister']"
66,10,66,tywin,"But to slaughter them at a wedding Explain to me why it is more noble to kill 10,000 men in battle than a dozen at dinner","['Tyrion Lannister', 'Tywin Lannister']"
67,10,67,tyrion,So thats why you did it? To save lives?,"['Tyrion Lannister', 'Tywin Lannister']"
68,10,68,tywin,"To end the war To protect the family Do you want to write a song for the dead Starks? Go ahead, write one Im in this world a little while longer to defend the Lannisters, to defend my blood","['Tyrion Lannister', 'Tywin Lannister']"
