,0,1,2,3,4
0,0,0,man,Riders approaching,"['Theon Greyjoy', 'Dagmer Cleftjaw', 'Yara Greyjoy']"
1,0,1,mar,Open the gate,"['Theon Greyjoy', 'Dagmer Cleftjaw', 'Yara Greyjoy']"
2,1,2,yara,"Why, its the Prince of Winterfell","['Theon Greyjoy', 'Yara Greyjoy']"
3,1,3,theon,Envy isnt attractive,"['Theon Greyjoy', 'Yara Greyjoy']"
4,1,4,yara,What envy?,"['Theon Greyjoy', 'Yara Greyjoy']"
5,1,5,theon,You should be proud of your brothers achievement I took the great castle of Winterfell with 20 men,"['Theon Greyjoy', 'Yara Greyjoy']"
6,1,6,yara,"Youre a great warrior I saw the bodies above your gates Which one gave you the tougher fight, the cripple or the six-year-old?","['Theon Greyjoy', 'Yara Greyjoy']"
7,1,7,theon,"I treated the Stark boys with honor, and they repaid me with treachery","['Theon Greyjoy', 'Yara Greyjoy']"
8,1,8,yara,You treated them with honor? By butchering them?,"['Theon Greyjoy', 'Yara Greyjoy']"
9,1,9,theon,"Before I had to kill them, I treated them","['Theon Greyjoy', 'Yara Greyjoy']"
10,1,10,yara,"You seized their home, as is your right Were ironborn, we take what we need","['Theon Greyjoy', 'Yara Greyjoy']"
11,1,11,theon,Exactly,"['Theon Greyjoy', 'Yara Greyjoy']"
12,1,12,yara,Then you made them prisoners in their home and they ran away Is that treachery? Id call it bravery,"['Theon Greyjoy', 'Yara Greyjoy']"
13,1,13,theon,They made me a promise,"['Theon Greyjoy', 'Yara Greyjoy']"
14,1,14,yara,Your little boy prisoners made you a promise and you got mad when they broke it? Are you the dumbest cunt alive?,"['Theon Greyjoy', 'Yara Greyjoy']"
15,1,15,theon,Dont call me,"['Theon Greyjoy', 'Yara Greyjoy']"
16,1,16,yara,A cunt A dumb cunt who killed the only two Starks in Winterfell You know how valuable those boys were?,"['Theon Greyjoy', 'Yara Greyjoy']"
17,1,17,theon,"If I hadnt killed them, the Northerners would think me weak","['Theon Greyjoy', 'Yara Greyjoy']"
18,1,18,yara,You are weak And youre stupid,"['Theon Greyjoy', 'Yara Greyjoy']"
19,1,19,theon,Im warning you,"['Theon Greyjoy', 'Yara Greyjoy']"
20,1,20,yara,"Go on, then Warn me","['Theon Greyjoy', 'Yara Greyjoy']"
21,1,21,theon,You havent brought enough men How am I supposed to defend Winterfell with just this lot?,"['Theon Greyjoy', 'Yara Greyjoy']"
22,1,22,yara,Youre not Ive come to bring you home Father wants a word,"['Theon Greyjoy', 'Yara Greyjoy']"
23,1,23,theon,Is this a joke? Winterfell is the heart of the North,"['Theon Greyjoy', 'Yara Greyjoy']"
24,1,24,yara,"Aye, it is, hundreds of miles from the sea Were islanders, baby brother Had you forgotten that? Our power comes from our ships And now that youve decorated your walls with the bodies of the Stark boys, every man in the North wants to see you hanged When Robb Stark finds out","['Theon Greyjoy', 'Yara Greyjoy']"
25,1,25,theon,He wont find out Weve killed all the ravens We have all the horses Ive taken Winterfell And I will keep Winterfell,"['Theon Greyjoy', 'Yara Greyjoy']"
26,1,26,yara,Leave us,"['Theon Greyjoy', 'Yara Greyjoy']"
27,1,27,yara,"Theon, youre my blood We both loved our mother We both endured our father Come home with me Dont die here alone","['Theon Greyjoy', 'Yara Greyjoy']"
28,1,28,theon,I dont intend to die,"['Theon Greyjoy', 'Yara Greyjoy']"
29,1,29,yara,"You were a terrible baby, do you know that? Bawling all the time, never sleeping And one night, you just wouldnt shut up, screaming like a dying pig I walked over to your crib, I looked down at you I wanted to strangle you And you looked up at me and you stopped screaming You smiled at me Dont die so far from the sea","['Theon Greyjoy', 'Yara Greyjoy']"
30,2,30,ygritte,"Ive brought you a present, Lord of Bones","['Jon Snow', 'Ygritte', 'Rattleshirt', 'Qhorin Halfhand']"
31,2,31,lord of bones,I already got one crow Dont need two,"['Jon Snow', 'Ygritte', 'Rattleshirt', 'Qhorin Halfhand']"
32,2,32,ygritte,Mance will want to question this one Knows all about where the crows are and what theyre planning,"['Jon Snow', 'Ygritte', 'Rattleshirt', 'Qhorin Halfhand']"
33,2,33,lord of bones,The Halfhand knows more This one is just a little boy Gut him,"['Jon Snow', 'Ygritte', 'Rattleshirt', 'Qhorin Halfhand']"
34,2,34,ygritte,He could have killed me half a dozen times,"['Jon Snow', 'Ygritte', 'Rattleshirt', 'Qhorin Halfhand']"
35,2,35,lord of bones,And now he wishes he did Gut him,"['Jon Snow', 'Ygritte', 'Rattleshirt', 'Qhorin Halfhand']"
36,2,36,ygritte,"Hes a bastard of Winterfell, Ned Starks son Mance will want him","['Jon Snow', 'Ygritte', 'Rattleshirt', 'Qhorin Halfhand']"
37,2,37,lord of bones,What does Mance want with a dead mans bastard?,"['Jon Snow', 'Ygritte', 'Rattleshirt', 'Qhorin Halfhand']"
38,2,38,ygritte,I dont know I think hell want to decide for himself,"['Jon Snow', 'Ygritte', 'Rattleshirt', 'Qhorin Halfhand']"
39,2,39,lord of bones,"He runs, Ill chop his balls off","['Jon Snow', 'Ygritte', 'Rattleshirt', 'Qhorin Halfhand']"
40,2,40,ygritte,"He runs, Ill do it meself","['Jon Snow', 'Ygritte', 'Rattleshirt', 'Qhorin Halfhand']"
41,3,41,ygritte,"Were even now, Jon Snow","['Ygritte', 'Jon Snow']"
42,4,42,jon,I couldnt do it I had the sword on her neck,"['Jon Snow', 'Qhorin Halfhand']"
43,4,43,i just couldnt qhorin,I know,"['Jon Snow', 'Qhorin Halfhand']"
44,4,44,jon,The others?,"['Jon Snow', 'Qhorin Halfhand']"
45,4,45,qhorin,"When you didnt come back, we went looking for you We found your tracks fast enough But they found us before we found you","['Jon Snow', 'Qhorin Halfhand']"
46,4,46,jon,They died because of me,"['Jon Snow', 'Qhorin Halfhand']"
47,4,47,qhorin,See that it wasnt for nothing,"['Jon Snow', 'Qhorin Halfhand']"
48,4,48,wildling,"All right, up, lad","['Jon Snow', 'Qhorin Halfhand']"
49,4,49,wildling,"Come on, on your feet, now Move it","['Jon Snow', 'Qhorin Halfhand']"
50,5,50,talisa,Is she beautiful?,"['Robb Stark', 'Talisa Maegyr']"
51,5,51,robb,Ive never met her,"['Robb Stark', 'Talisa Maegyr']"
52,5,52,talisa,Whats her name?,"['Robb Stark', 'Talisa Maegyr']"
