15,1,1,13,15,Jon Snow,And your mother,"['Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy']"
16,1,1,13,16,Septa Mordane,"Fine work, as always Well done","['Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy']"
17,1,1,13,17,Sansa Stark,Thank you,"['Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy']"
18,1,1,13,18,Septa Mordane,I love the detail that you've managed to get in this corners Quite beautiful the stitching,"['Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy']"
19,1,1,13,19,Eddard Stark,"And which one of you was a marksman at ten? Keep practicing, Bran Go on","['Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy']"
20,1,1,13,20,Jon Snow,"Don't think too much, Bran","['Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy']"
21,1,1,13,21,Robb Stark,Relax your bow arm JON,"['Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy']"
22,1,1,13,22,Robb Stark,"Quick, Bran, faster","['Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy']"
23,1,1,13,23,Rodrik Cassel,Lord Stark My lady A guardsman just rode in from the hills They've captured a deserter from the Night's Watch,"['Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy']"
24,1,1,13,24,Eddard Stark,Get the lads to saddle their horses,"['Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy']"
25,1,1,13,25,Catelyn Stark,Do you have to?,"['Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy']"
26,1,1,13,26,Eddard Stark,"He swore an oath, Cat","['Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy']"
27,1,1,13,27,Rodrik Cassel,"The law is law, my lady","['Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy']"
28,1,1,13,28,Eddard Stark,"Tell Bran he's coming, too","['Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy']"
29,1,1,13,29,Catelyn Stark,Ned Ten is too young to see such things,"['Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy']"
30,1,1,13,30,Eddard Stark,He won't be a boy forever And winter is coming,"['Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy']"
31,1,1,13,31,Robb Stark,"Lad, go run back and get the rest","['Jon Snow', 'Bran Stark', 'Robb Stark', 'Eddard Stark', 'Catelyn Stark', 'Sansa Stark', 'Arya Stark', 'Theon Greyjoy']"
32,1,1,14,32,Will,"White Walkers I saw the White Walkers White Walkers The White Walkers, I saw them","['Eddard Stark', 'Robb Stark', 'Theon Greyjoy', 'Bran Stark', 'Jon Snow']"
33,1,1,14,33,Will,"I know I broke my oath And I know I'm a deserter I should have gone back to the Wall and warned them But I saw what I saw I saw the White Walkers People need to know If you can get word to my family, tell them I'm no coward Tell them I'm sorry","['Eddard Stark', 'Robb Stark', 'Theon Greyjoy', 'Bran Stark', 'Jon Snow']"
34,1,1,14,34,Will,"Forgive me, lord","['Eddard Stark', 'Robb Stark', 'Theon Greyjoy', 'Bran Stark', 'Jon Snow']"
35,1,1,14,35,Eddard Stark,"In the name of Robert of the House Baratheon, first of his name","['Eddard Stark', 'Robb Stark', 'Theon Greyjoy', 'Bran Stark', 'Jon Snow']"
36,1,1,14,36,Jon Snow,Don't look away,"['Eddard Stark', 'Robb Stark', 'Theon Greyjoy', 'Bran Stark', 'Jon Snow']"
37,1,1,14,37,Eddard Stark,King of the Andals and the First Men,"['Eddard Stark', 'Robb Stark', 'Theon Greyjoy', 'Bran Stark', 'Jon Snow']"
38,1,1,14,38,Jon Snow,Father will know if you do,"['Eddard Stark', 'Robb Stark', 'Theon Greyjoy', 'Bran Stark', 'Jon Snow']"
